epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,617.782,0.86973,0.63413,0.9565,0.93699,0.86083,0.93204,0.6796,1.09601,0.87381,1.20289,0.000451066,0.000451066,0.000451066
62,628.131,0.82682,0.60456,0.95836,0.9508,0.8755,0.93779,0.67463,1.12317,0.79743,1.21881,0.000440067,0.000440067,0.000440067
63,637.129,0.84882,0.59698,0.94171,0.88504,0.90114,0.92559,0.66343,1.05035,0.79459,1.15621,0.000429068,0.000429068,0.000429068
64,646.655,0.83176,0.59895,0.95835,0.94513,0.83466,0.9277,0.65584,1.08081,0.83812,1.15375,0.000418069,0.000418069,0.000418069
65,655.948,0.82673,0.60333,0.93801,0.89691,0.88154,0.92868,0.66357,1.0804,0.81241,1.16491,0.00040707,0.00040707,0.00040707
66,665.051,0.83504,0.62415,0.95224,0.91572,0.85965,0.93706,0.66434,1.09089,0.86458,1.18846,0.000396071,0.000396071,0.000396071
67,674.053,0.83489,0.60784,0.95617,0.86968,0.89712,0.9337,0.67326,1.09571,0.8183,1.16238,0.000385073,0.000385073,0.000385073
68,683.704,0.81121,0.58365,0.94713,0.92422,0.85692,0.93381,0.67174,1.09115,0.96207,1.18397,0.000374074,0.000374074,0.000374074
69,693.312,0.80955,0.59498,0.94752,0.94611,0.90453,0.94224,0.65857,1.10571,0.85628,1.1622,0.000363075,0.000363075,0.000363075
70,702.308,0.79232,0.579,0.93017,0.95681,0.85306,0.9328,0.66916,1.0784,0.81757,1.15024,0.000352076,0.000352076,0.000352076
71,712.375,0.79111,0.56559,0.9359,0.88071,0.93598,0.93835,0.6728,1.06378,0.74576,1.12582,0.000341077,0.000341077,0.000341077
72,722.399,0.78883,0.58133,0.93481,0.94606,0.91181,0.96191,0.70261,1.01777,0.83176,1.13017,0.000330078,0.000330078,0.000330078
73,731.472,0.81077,0.574,0.93412,0.87603,0.92148,0.93338,0.67007,1.02851,0.85646,1.12685,0.000319079,0.000319079,0.000319079
74,741.096,0.79706,0.58461,0.94071,0.94722,0.84716,0.93051,0.66922,1.12873,0.92837,1.23534,0.00030808,0.00030808,0.00030808
75,750.208,0.78432,0.55224,0.92113,0.92689,0.86682,0.94026,0.68379,1.10972,0.88819,1.16273,0.000297081,0.000297081,0.000297081
76,759.205,0.76428,0.55187,0.91613,0.92118,0.9115,0.94186,0.68554,1.09202,0.8091,1.16012,0.000286083,0.000286083,0.000286083
77,768.682,0.77915,0.55903,0.92451,0.93747,0.86824,0.93605,0.68692,1.09073,0.85631,1.13654,0.000275084,0.000275084,0.000275084
78,778.112,0.74873,0.54374,0.91216,0.92623,0.87301,0.93664,0.67714,1.07109,0.882,1.12588,0.000264085,0.000264085,0.000264085
79,787.736,0.74686,0.54346,0.92272,0.87109,0.9339,0.94357,0.67137,1.08755,0.87892,1.15723,0.000253086,0.000253086,0.000253086
80,797.404,0.74955,0.54814,0.91318,0.88319,0.93466,0.9418,0.66838,1.10541,0.7705,1.15193,0.000242087,0.000242087,0.000242087
81,806.79,0.73594,0.53466,0.91712,0.93512,0.89881,0.94785,0.67841,1.0743,0.80747,1.13518,0.000231088,0.000231088,0.000231088
82,816.209,0.76189,0.5439,0.92439,0.91888,0.88087,0.94016,0.69268,1.04305,0.86288,1.10792,0.000220089,0.000220089,0.000220089
83,825.453,0.7424,0.53507,0.9182,0.94261,0.88087,0.9381,0.69068,1.04555,0.82075,1.11342,0.00020909,0.00020909,0.00020909
84,835.311,0.72203,0.50306,0.90841,0.91605,0.87954,0.93616,0.67919,1.07934,0.81164,1.12898,0.000198091,0.000198091,0.000198091
85,844.599,0.72292,0.51013,0.91523,0.92576,0.90139,0.94527,0.69667,1.04648,0.76523,1.09135,0.000187092,0.000187092,0.000187092
86,853.675,0.72046,0.51801,0.90943,0.9332,0.90365,0.95451,0.68993,1.04287,0.76995,1.08068,0.000176094,0.000176094,0.000176094
87,863.092,0.72398,0.51791,0.90825,0.91482,0.90791,0.9428,0.69083,1.04551,0.79322,1.07945,0.000165095,0.000165095,0.000165095
88,872.233,0.72018,0.50721,0.9126,0.96223,0.89614,0.95363,0.70262,1.01578,0.7453,1.08036,0.000154096,0.000154096,0.000154096
89,882.179,0.72104,0.50817,0.90077,0.92769,0.89324,0.95508,0.69499,1.03567,0.80766,1.11361,0.000143097,0.000143097,0.000143097
90,894.608,0.70856,0.51267,0.90215,0.92821,0.89212,0.94179,0.69449,1.06037,0.83275,1.13314,0.000132098,0.000132098,0.000132098
91,910.829,0.65956,0.44912,0.88762,0.93635,0.88531,0.95473,0.68631,1.04144,0.90775,1.10923,0.000121099,0.000121099,0.000121099
92,920.727,0.63316,0.43981,0.88659,0.95004,0.88735,0.94394,0.69081,1.01508,0.94452,1.1104,0.0001101,0.0001101,0.0001101
93,930.666,0.63096,0.44675,0.87904,0.93477,0.89066,0.95017,0.68791,1.00038,0.81666,1.09285,9.91012e-05,9.91012e-05,9.91012e-05
94,939.668,0.61709,0.43587,0.87055,0.93026,0.91254,0.95698,0.68477,1.01899,0.76936,1.10625,8.81023e-05,8.81023e-05,8.81023e-05
95,949.536,0.62615,0.43221,0.88983,0.9279,0.92895,0.95852,0.69036,1.01732,0.76277,1.1026,7.71034e-05,7.71034e-05,7.71034e-05
96,959.338,0.60467,0.42797,0.88422,0.92929,0.92201,0.95504,0.69451,1.02815,0.81788,1.11293,6.61045e-05,6.61045e-05,6.61045e-05
97,968.67,0.59241,0.42565,0.86129,0.95827,0.89687,0.93782,0.69564,1.03052,0.81465,1.11193,5.51056e-05,5.51056e-05,5.51056e-05
98,978.296,0.6012,0.42844,0.88317,0.94848,0.89969,0.93902,0.69347,1.04423,0.79723,1.124,4.41067e-05,4.41067e-05,4.41067e-05
99,987.939,0.60334,0.4218,0.87141,0.96034,0.90452,0.94314,0.68438,1.04827,0.81511,1.1198,3.31078e-05,3.31078e-05,3.31078e-05
100,997.547,0.60093,0.41871,0.87961,0.94963,0.89884,0.94466,0.69798,1.02935,0.82257,1.11119,2.21089e-05,2.21089e-05,2.21089e-05
