epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,269.101,0.80208,0.75737,0.90397,0.92131,0.84428,0.92449,0.72148,1.89976,1.45229,1.34068,0.0004951,0.0004951,0.0004951
53,273.668,0.82419,0.77841,0.92449,0.94156,0.82939,0.9284,0.7152,1.89823,1.39296,1.29498,0.0004852,0.0004852,0.0004852
54,278.851,0.81689,0.74972,0.90607,0.90759,0.79965,0.91074,0.67588,2.08094,1.39425,1.37951,0.0004753,0.0004753,0.0004753
55,283.569,0.77116,0.77134,0.89961,0.90351,0.8634,0.90513,0.67894,1.97371,1.37572,1.33949,0.0004654,0.0004654,0.0004654
56,289.387,0.80365,0.74207,0.90363,0.96416,0.85494,0.91806,0.71881,1.97011,1.23777,1.34686,0.0004555,0.0004555,0.0004555
57,293.583,0.81717,0.73453,0.91592,0.95125,0.86003,0.91396,0.69076,1.93479,1.26652,1.39566,0.0004456,0.0004456,0.0004456
58,298.183,0.75647,0.72942,0.89982,0.94686,0.82825,0.91957,0.68169,1.84879,1.32642,1.42424,0.0004357,0.0004357,0.0004357
59,302.52,0.80102,0.7446,0.91415,0.89133,0.87717,0.92449,0.67391,1.76002,1.33634,1.33699,0.0004258,0.0004258,0.0004258
60,307.537,0.77658,0.73548,0.89884,0.94081,0.86138,0.93653,0.68768,1.90672,1.07395,1.36368,0.0004159,0.0004159,0.0004159
61,311.87,0.7307,0.68332,0.8745,0.91444,0.86787,0.92273,0.69516,1.93256,1.07635,1.28439,0.000406,0.000406,0.000406
62,316.533,0.7542,0.72303,0.89053,0.86732,0.8618,0.91755,0.68042,1.98156,1.08434,1.306,0.0003961,0.0003961,0.0003961
63,321.173,0.72496,0.69748,0.89602,0.87192,0.92055,0.92738,0.68732,2.13808,1.17539,1.38041,0.0003862,0.0003862,0.0003862
64,326.026,0.72622,0.66106,0.88728,0.88836,0.86961,0.91568,0.69369,2.07227,1.14859,1.2683,0.0003763,0.0003763,0.0003763
65,330.318,0.72816,0.67411,0.88801,0.8797,0.89365,0.9305,0.6994,2.07967,1.06567,1.34565,0.0003664,0.0003664,0.0003664
66,334.853,0.69403,0.66029,0.88944,0.94451,0.86295,0.92798,0.68231,2.00613,1.05435,1.29206,0.0003565,0.0003565,0.0003565
67,339.363,0.71557,0.67928,0.88596,0.89416,0.87894,0.92314,0.68896,1.99692,1.13228,1.20246,0.0003466,0.0003466,0.0003466
68,343.603,0.68746,0.63383,0.85618,0.91152,0.85761,0.91207,0.68344,2.056,1.1417,1.24143,0.0003367,0.0003367,0.0003367
69,348.923,0.69626,0.64414,0.85882,0.93308,0.85986,0.91624,0.68589,2.09745,1.32839,1.28743,0.0003268,0.0003268,0.0003268
70,353.46,0.70514,0.66051,0.84925,0.95645,0.84777,0.92289,0.71315,2.03021,1.27092,1.25465,0.0003169,0.0003169,0.0003169
71,358.506,0.6947,0.6299,0.87651,0.96887,0.83603,0.92752,0.70066,1.91715,1.1029,1.1899,0.000307,0.000307,0.000307
72,362.909,0.71327,0.67456,0.88322,0.88363,0.87537,0.92652,0.73846,2.02347,1.1189,1.30706,0.0002971,0.0002971,0.0002971
73,367.892,0.67938,0.62696,0.85883,0.89935,0.87743,0.9303,0.7286,2.01426,1.09223,1.34894,0.0002872,0.0002872,0.0002872
74,372.391,0.68712,0.62495,0.87093,0.92478,0.86581,0.92355,0.7292,1.94971,1.11364,1.25107,0.0002773,0.0002773,0.0002773
75,377.227,0.6652,0.59523,0.87132,0.88629,0.86797,0.9172,0.70788,1.95741,1.20065,1.29315,0.0002674,0.0002674,0.0002674
76,381.916,0.66038,0.58932,0.86334,0.88809,0.86347,0.92781,0.70431,1.92121,1.14891,1.31941,0.0002575,0.0002575,0.0002575
77,386.543,0.67871,0.59832,0.8626,0.90891,0.84882,0.92126,0.6972,1.88358,1.10878,1.3057,0.0002476,0.0002476,0.0002476
78,390.767,0.6532,0.59529,0.86311,0.94008,0.88175,0.93281,0.71723,1.90616,0.96403,1.28473,0.0002377,0.0002377,0.0002377
79,395.22,0.66663,0.59003,0.8528,0.91616,0.88071,0.92568,0.70651,1.93247,0.984,1.2712,0.0002278,0.0002278,0.0002278
80,399.457,0.64582,0.58881,0.85639,0.95352,0.86289,0.92229,0.70544,1.91365,0.95425,1.24976,0.0002179,0.0002179,0.0002179
81,403.602,0.65925,0.59111,0.87011,0.91143,0.8612,0.93205,0.70497,2.01691,0.99488,1.28931,0.000208,0.000208,0.000208
82,408.231,0.6628,0.61529,0.86875,0.91528,0.89977,0.93192,0.71496,1.98482,1.052,1.25555,0.0001981,0.0001981,0.0001981
83,413.218,0.67093,0.61084,0.86399,0.95544,0.88159,0.93079,0.71971,2.03069,1.17922,1.30102,0.0001882,0.0001882,0.0001882
84,418.201,0.66813,0.61131,0.86505,0.92055,0.88294,0.92409,0.69802,2.10106,1.1807,1.3239,0.0001783,0.0001783,0.0001783
85,422.834,0.64004,0.57852,0.85434,0.91786,0.87827,0.91868,0.70703,2.06183,1.15309,1.33251,0.0001684,0.0001684,0.0001684
86,427.93,0.62239,0.56928,0.85913,0.91339,0.87669,0.91755,0.6894,2.01482,1.09748,1.3405,0.0001585,0.0001585,0.0001585
87,432.233,0.61543,0.58508,0.86502,0.90143,0.89461,0.9277,0.70412,1.96695,1.15729,1.35532,0.0001486,0.0001486,0.0001486
88,436.971,0.66342,0.58835,0.86711,0.89363,0.88846,0.92882,0.69409,1.95773,1.12348,1.33812,0.0001387,0.0001387,0.0001387
89,441.845,0.63476,0.56866,0.84986,0.90759,0.89977,0.9239,0.69329,1.96523,1.07797,1.32126,0.0001288,0.0001288,0.0001288
90,447.094,0.62897,0.55262,0.85466,0.91884,0.89977,0.92371,0.69671,1.94227,1.06324,1.29952,0.0001189,0.0001189,0.0001189
91,456.715,0.54522,0.53397,0.8275,0.92566,0.90137,0.92119,0.70711,1.9073,1.05708,1.29961,0.000109,0.000109,0.000109
92,460.938,0.54887,0.5293,0.81462,0.93535,0.91477,0.92821,0.72017,1.89676,1.07947,1.29979,9.91e-05,9.91e-05,9.91e-05
93,465.769,0.55411,0.52765,0.83493,0.94189,0.90822,0.92965,0.71062,1.91167,1.1308,1.29484,8.92e-05,8.92e-05,8.92e-05
94,470.548,0.51999,0.49793,0.82441,0.92673,0.90251,0.91882,0.70493,1.95275,1.18336,1.33117,7.93e-05,7.93e-05,7.93e-05
95,475.362,0.54323,0.51173,0.82229,0.91784,0.90227,0.91939,0.69278,1.94885,1.09579,1.31945,6.94e-05,6.94e-05,6.94e-05
96,479.929,0.53724,0.50684,0.83042,0.91938,0.89102,0.91681,0.70236,1.98225,1.07548,1.30841,5.95e-05,5.95e-05,5.95e-05
97,484.141,0.50894,0.4995,0.81245,0.92626,0.88849,0.91838,0.70229,1.99667,1.09946,1.29346,4.96e-05,4.96e-05,4.96e-05
98,489.09,0.49568,0.48251,0.81247,0.9264,0.8917,0.91851,0.71325,1.94894,1.07173,1.29194,3.97e-05,3.97e-05,3.97e-05
99,493.844,0.5206,0.50178,0.81948,0.9251,0.89534,0.91911,0.70613,1.89479,1.10179,1.29797,2.98e-05,2.98e-05,2.98e-05
100,498.497,0.49838,0.498,0.82421,0.92548,0.89327,0.91894,0.71458,1.87818,1.11404,1.2996,1.99e-05,1.99e-05,1.99e-05
