second,timestamp_hhmmss,label,class,confidence,bbox,frame
1036,00:17:16,Forceps,2,0.891609,"[0.602006, 0.519011, 0.118021, 0.11665]",31093
1037,00:17:17,Forceps,2,0.884451,"[0.610202, 0.511072, 0.104129, 0.120468]",31139
1038,00:17:18,Forceps,2,0.899291,"[0.610308, 0.512577, 0.105568, 0.118384]",31141
1039,00:17:19,Forceps,2,0.871459,"[0.604572, 0.527483, 0.0927799, 0.105056]",31192
1040,00:17:20,Forceps,2,0.874838,"[0.602527, 0.519976, 0.117993, 0.113334]",31229
1041,00:17:21,Forceps,2,0.899482,"[0.594605, 0.515549, 0.131178, 0.122941]",31236
1042,00:17:22,Forceps,2,0.874645,"[0.605703, 0.51799, 0.119564, 0.108807]",31289
1043,00:17:23,Forceps,2,0.91313,"[0.603776, 0.509442, 0.121516, 0.124704]",31297
1044,00:17:24,Forceps,2,0.894138,"[0.613827, 0.514724, 0.103125, 0.10378]",31336
1045,00:17:25,Forceps,2,0.900895,"[0.609716, 0.505943, 0.11049, 0.124215]",31354
1046,00:17:26,Forceps,2,0.91056,"[0.608625, 0.507466, 0.109049, 0.120404]",31386
1047,00:17:27,Forceps,2,0.910372,"[0.597093, 0.492779, 0.119763, 0.16347]",31435
1048,00:17:28,Forceps,2,0.910865,"[0.597901, 0.515925, 0.0922829, 0.145648]",31463
1049,00:17:29,Forceps,2,0.819841,"[0.607218, 0.468488, 0.0924781, 0.08973]",31470
1050,00:17:30,Forceps,2,0.88314,"[0.594197, 0.507656, 0.11905, 0.107227]",31513
1051,00:17:31,Forceps,2,0.866327,"[0.6094, 0.518762, 0.101611, 0.116375]",31558
1052,00:17:32,Forceps,2,0.913029,"[0.605003, 0.510962, 0.110844, 0.12824]",31583
1053,00:17:33,Forceps,2,0.898624,"[0.606516, 0.513114, 0.109385, 0.125752]",31593
1054,00:17:34,Forceps,2,0.90965,"[0.609814, 0.509009, 0.10729, 0.122784]",31632
1055,00:17:35,Forceps,2,0.902572,"[0.605699, 0.511098, 0.117303, 0.122456]",31654
1056,00:17:36,Forceps,2,0.920702,"[0.614683, 0.491615, 0.0958697, 0.165491]",31692
1068,00:17:48,Forceps,2,0.827387,"[0.611803, 0.50615, 0.0844207, 0.141548]",32069
1069,00:17:49,Forceps,2,0.914751,"[0.619401, 0.508826, 0.0854096, 0.13145]",32097
1070,00:17:50,Forceps,2,0.93424,"[0.622727, 0.493027, 0.0755388, 0.158774]",32129
1071,00:17:51,Forceps,2,0.94227,"[0.626858, 0.497288, 0.0693028, 0.143546]",32138
1072,00:17:52,Forceps,2,0.899336,"[0.612415, 0.506577, 0.09408, 0.137646]",32188
1073,00:17:53,Forceps,2,0.946496,"[0.622492, 0.490714, 0.0749215, 0.164598]",32211
1074,00:17:54,Forceps,2,0.921215,"[0.640812, 0.48546, 0.0493237, 0.170131]",32227
1075,00:17:55,Forceps,2,0.940373,"[0.643524, 0.483679, 0.0458022, 0.170204]",32279
1076,00:17:56,Forceps,2,0.948796,"[0.633398, 0.487011, 0.0643885, 0.15273]",32293
1077,00:17:57,Forceps,2,0.932108,"[0.629744, 0.489644, 0.0669375, 0.155379]",32313
1078,00:17:58,Forceps,2,0.923003,"[0.621686, 0.495849, 0.0840616, 0.145149]",32346
1079,00:17:59,Forceps,2,0.935938,"[0.616344, 0.502279, 0.0880094, 0.138995]",32392
1080,00:18:00,Forceps,2,0.919305,"[0.625261, 0.504458, 0.072674, 0.125525]",32421
1081,00:18:01,Forceps,2,0.898877,"[0.61697, 0.503445, 0.0876573, 0.129859]",32445
1082,00:18:02,Forceps,2,0.872628,"[0.615656, 0.523264, 0.0894067, 0.104978]",32460
1083,00:18:03,Forceps,2,0.906501,"[0.618437, 0.509787, 0.0868148, 0.117519]",32496
1087,00:18:07,Forceps,2,0.882341,"[0.61717, 0.518792, 0.0809376, 0.120225]",32639
1088,00:18:08,Forceps,2,0.936626,"[0.626768, 0.505023, 0.0629712, 0.141964]",32669
1089,00:18:09,Forceps,2,0.951338,"[0.635481, 0.49972, 0.0507395, 0.148372]",32699
1090,00:18:10,Forceps,2,0.955495,"[0.635807, 0.499512, 0.0502642, 0.147918]",32700
1091,00:18:11,Forceps,2,0.946003,"[0.636099, 0.499891, 0.0516856, 0.144726]",32748
1092,00:18:12,Forceps,2,0.94842,"[0.645966, 0.498313, 0.0395659, 0.140077]",32772
1093,00:18:13,Forceps,2,0.958943,"[0.638131, 0.499032, 0.0528362, 0.139167]",32817
1094,00:18:14,Forceps,2,0.940549,"[0.643089, 0.509728, 0.0480705, 0.1214]",32844
1095,00:18:15,Forceps,2,0.948361,"[0.639805, 0.508609, 0.0542439, 0.120168]",32861
1102,00:18:22,Frazier,1,0.886287,"[0.615498, 0.451644, 0.0765751, 0.257696]",33088
1103,00:18:23,Frazier,1,0.909081,"[0.630572, 0.448061, 0.0513959, 0.261412]",33093
1104,00:18:24,Frazier,1,0.927227,"[0.619162, 0.462545, 0.0789944, 0.236603]",33137
1105,00:18:25,Frazier,1,0.902496,"[0.609547, 0.490014, 0.0941994, 0.182388]",33175
1106,00:18:26,Frazier,1,0.928523,"[0.610648, 0.469504, 0.0884762, 0.222069]",33199
1107,00:18:27,Frazier,1,0.919712,"[0.611029, 0.469634, 0.0918446, 0.227453]",33217
1108,00:18:28,Frazier,1,0.904725,"[0.610267, 0.485102, 0.0938564, 0.199034]",33269
1109,00:18:29,Frazier,1,0.914907,"[0.610062, 0.489927, 0.0945605, 0.180944]",33287
1110,00:18:30,Frazier,1,0.94356,"[0.621219, 0.463142, 0.0756615, 0.225807]",33328
1111,00:18:31,Frazier,1,0.940891,"[0.620548, 0.463739, 0.076581, 0.226443]",33330
1112,00:18:32,Frazier,1,0.906704,"[0.595632, 0.496745, 0.120523, 0.16398]",33373
1113,00:18:33,Frazier,1,0.910104,"[0.604337, 0.487971, 0.107944, 0.177955]",33412
1114,00:18:34,Frazier,1,0.92416,"[0.602668, 0.521955, 0.100189, 0.123468]",33443
1115,00:18:35,Frazier,1,0.903325,"[0.602017, 0.522105, 0.101792, 0.12372]",33451
1116,00:18:36,Frazier,1,0.908747,"[0.595518, 0.499877, 0.113058, 0.164507]",33496
1117,00:18:37,Frazier,1,0.932289,"[0.620188, 0.463811, 0.0734905, 0.227935]",33539
1118,00:18:38,Frazier,1,0.92173,"[0.621188, 0.460963, 0.0714123, 0.23427]",33540
1119,00:18:39,Frazier,1,0.901538,"[0.632857, 0.445437, 0.0482587, 0.247728]",33597
1120,00:18:40,Frazier,1,0.89714,"[0.633856, 0.450129, 0.0427452, 0.252678]",33617
1121,00:18:41,Frazier,1,0.923509,"[0.608064, 0.449813, 0.0779913, 0.239165]",33649
1140,00:19:00,Frazier,1,0.793627,"[0.635655, 0.448909, 0.0351119, 0.250494]",34223
1141,00:19:01,Frazier,1,0.839175,"[0.650596, 0.45637, 0.0226554, 0.24277]",34238
1142,00:19:02,Frazier,1,0.883824,"[0.632251, 0.449449, 0.0436844, 0.247231]",34286
1143,00:19:03,Frazier,1,0.912017,"[0.626485, 0.449594, 0.0586685, 0.242418]",34309
1144,00:19:04,Frazier,1,0.909507,"[0.625752, 0.447085, 0.0550554, 0.250361]",34325
1145,00:19:05,Frazier,1,0.882562,"[0.630872, 0.44902, 0.0444057, 0.249264]",34363
1146,00:19:06,Frazier,1,0.918616,"[0.622758, 0.441952, 0.0574139, 0.262649]",34392
1147,00:19:07,Frazier,1,0.871954,"[0.625041, 0.445013, 0.0512012, 0.258831]",34413
1153,00:19:13,Freer,4,0.77968,"[0.585378, 0.49281, 0.135902, 0.148486]",34618
1154,00:19:14,Freer,4,0.960816,"[0.629482, 0.493852, 0.0560524, 0.173087]",34647
1155,00:19:15,Freer,4,0.922813,"[0.636711, 0.461085, 0.0449639, 0.241814]",34673
1156,00:19:16,Freer,4,0.927334,"[0.635673, 0.48095, 0.0439755, 0.208976]",34709
1157,00:19:17,Freer,4,0.930793,"[0.634988, 0.484065, 0.0446478, 0.201441]",34713
1158,00:19:18,Freer,4,0.941419,"[0.639001, 0.464705, 0.036301, 0.238792]",34746
1159,00:19:19,Freer,4,0.931476,"[0.637458, 0.459003, 0.0369647, 0.245356]",34790
1160,00:19:20,Freer,4,0.930464,"[0.631529, 0.482307, 0.0450033, 0.20375]",34829
1161,00:19:21,Freer,4,0.945545,"[0.62719, 0.483367, 0.0546675, 0.198106]",34838
1162,00:19:22,Freer,4,0.906651,"[0.649193, 0.464889, 0.0209358, 0.253262]",34871
1163,00:19:23,Freer,4,0.928705,"[0.648019, 0.468014, 0.0215468, 0.247257]",34899
1164,00:19:24,Freer,4,0.914364,"[0.647706, 0.466713, 0.0191249, 0.246868]",34925
1165,00:19:25,Freer,4,0.861858,"[0.649468, 0.474851, 0.0154655, 0.219037]",34952
1166,00:19:26,Freer,4,0.924808,"[0.644, 0.486783, 0.0265266, 0.197387]",34994
1167,00:19:27,Freer,4,0.881289,"[0.644669, 0.484562, 0.0277496, 0.199757]",35030
1168,00:19:28,Freer,4,0.867213,"[0.646875, 0.478851, 0.0178066, 0.209122]",35040
1169,00:19:29,Freer,4,0.945205,"[0.640677, 0.475635, 0.0407284, 0.213039]",35096
1170,00:19:30,Freer,4,0.95297,"[0.630253, 0.484505, 0.0600774, 0.184941]",35122
1171,00:19:31,Freer,4,0.957888,"[0.63409, 0.484852, 0.0480603, 0.184933]",35152
1176,00:19:36,Forceps,2,0.964872,"[0.619976, 0.500199, 0.0797947, 0.153017]",35308
1177,00:19:37,Forceps,2,0.926355,"[0.631016, 0.491332, 0.0555967, 0.171149]",35321
1178,00:19:38,Forceps,2,0.936534,"[0.642966, 0.492375, 0.0406958, 0.156378]",35367
1179,00:19:39,Forceps,2,0.934429,"[0.642008, 0.489594, 0.0437298, 0.162552]",35394
1180,00:19:40,Forceps,2,0.942641,"[0.642558, 0.488017, 0.0451988, 0.163528]",35404
1181,00:19:41,Forceps,2,0.922495,"[0.616713, 0.507865, 0.0952534, 0.137343]",35456
1182,00:19:42,Forceps,2,0.964807,"[0.633677, 0.50725, 0.0580875, 0.130015]",35487
1183,00:19:43,Forceps,2,0.95674,"[0.634748, 0.507836, 0.0562717, 0.127825]",35490
1184,00:19:44,Forceps,2,0.910446,"[0.650486, 0.495616, 0.0398041, 0.149815]",35521
1185,00:19:45,Forceps,2,0.915992,"[0.645514, 0.502532, 0.0305838, 0.153989]",35564
1186,00:19:46,Forceps,2,0.926557,"[0.63283, 0.520896, 0.0456291, 0.122063]",35589
1187,00:19:47,Forceps,2,0.900649,"[0.635489, 0.506552, 0.0400178, 0.13852]",35610
1191,00:19:51,Frazier,1,0.911298,"[0.59859, 0.512776, 0.115925, 0.12735]",35754
1192,00:19:52,Frazier,1,0.950158,"[0.606687, 0.504309, 0.0957762, 0.153271]",35780
1193,00:19:53,Frazier,1,0.944898,"[0.621568, 0.477309, 0.072263, 0.200958]",35813
1194,00:19:54,Frazier,1,0.943156,"[0.621859, 0.47785, 0.0709743, 0.200952]",35825
1195,00:19:55,Frazier,1,0.936013,"[0.629677, 0.467142, 0.0640095, 0.221416]",35853
1196,00:19:56,Frazier,1,0.799295,"[0.596863, 0.424126, 0.132831, 0.092298]",35890
1197,00:19:57,Frazier,1,0.952562,"[0.615403, 0.504498, 0.0853134, 0.151421]",35939
1198,00:19:58,Frazier,1,0.950456,"[0.620612, 0.487875, 0.0745495, 0.185155]",35953
1199,00:19:59,Frazier,1,0.944838,"[0.622079, 0.49587, 0.0734633, 0.16353]",35994
1200,00:20:00,Frazier,1,0.951598,"[0.630457, 0.50372, 0.0660362, 0.147096]",36003
1201,00:20:01,Frazier,1,0.956875,"[0.620443, 0.514972, 0.0765192, 0.127863]",36053
1202,00:20:02,Frazier,1,0.955533,"[0.621635, 0.512755, 0.0748093, 0.131058]",36074
1203,00:20:03,Frazier,1,0.956837,"[0.622874, 0.510826, 0.0716696, 0.134154]",36115
1204,00:20:04,Frazier,1,0.954546,"[0.621717, 0.506194, 0.0752495, 0.137193]",36125
1205,00:20:05,Frazier,1,0.948211,"[0.612652, 0.513408, 0.0829679, 0.137345]",36179
1206,00:20:06,Frazier,1,0.946374,"[0.612869, 0.512877, 0.0823845, 0.138287]",36180
1207,00:20:07,Frazier,1,0.948941,"[0.605985, 0.503936, 0.104885, 0.147223]",36215
1208,00:20:08,Frazier,1,0.936126,"[0.614426, 0.487054, 0.0862516, 0.175985]",36268
1209,00:20:09,Frazier,1,0.943778,"[0.614341, 0.482274, 0.0787847, 0.190741]",36278
1210,00:20:10,Frazier,1,0.94462,"[0.612948, 0.481178, 0.0791908, 0.196821]",36301
1214,00:20:14,Frazier,1,0.820427,"[0.603851, 0.475929, 0.134274, 0.153469]",36449
1215,00:20:15,Frazier,1,0.924038,"[0.607559, 0.493941, 0.108896, 0.166232]",36460
1216,00:20:16,Frazier,1,0.913207,"[0.624497, 0.469563, 0.0508669, 0.223982]",36488
1217,00:20:17,Frazier,1,0.766141,"[0.645441, 0.461904, 0.0267447, 0.241742]",36521
1218,00:20:18,Frazier,1,0.759169,"[0.643095, 0.463607, 0.0223942, 0.237381]",36547
1219,00:20:19,Frazier,1,0.754578,"[0.645812, 0.453058, 0.0202145, 0.24671]",36583
1220,00:20:20,Frazier,1,0.811859,"[0.639932, 0.446748, 0.0315308, 0.255964]",36619
1221,00:20:21,Frazier,1,0.772052,"[0.635657, 0.45342, 0.028412, 0.251234]",36647
1222,00:20:22,Frazier,1,0.734544,"[0.637, 0.45081, 0.023196, 0.254957]",36660
1223,00:20:23,Frazier,1,0.86193,"[0.635271, 0.44653, 0.0417303, 0.24731]",36705
1224,00:20:24,Frazier,1,0.890463,"[0.598385, 0.457682, 0.125668, 0.160447]",36749
1225,00:20:25,Frazier,1,0.927221,"[0.628768, 0.465875, 0.0531351, 0.226696]",36776
1226,00:20:26,Frazier,1,0.871319,"[0.634974, 0.461261, 0.0397596, 0.239958]",36780
1227,00:20:27,Frazier,1,0.829662,"[0.649716, 0.448434, 0.02228, 0.260168]",36811
1228,00:20:28,Frazier,1,0.766527,"[0.662952, 0.455994, 0.0206078, 0.239854]",36851
1229,00:20:29,Frazier,1,0.784992,"[0.65259, 0.445171, 0.0222491, 0.269154]",36899
1230,00:20:30,Frazier,1,0.802065,"[0.648506, 0.447762, 0.0277425, 0.262301]",36904
1231,00:20:31,Frazier,1,0.772417,"[0.642267, 0.443863, 0.0205228, 0.253642]",36932
1232,00:20:32,Frazier,1,0.740424,"[0.649692, 0.442466, 0.0231286, 0.261121]",36963
1233,00:20:33,Frazier,1,0.815958,"[0.646284, 0.449478, 0.0304022, 0.250602]",37012
1234,00:20:34,Frazier,1,0.749992,"[0.643665, 0.457088, 0.0214315, 0.241836]",37023
1235,00:20:35,Frazier,1,0.781728,"[0.64157, 0.44406, 0.0292446, 0.254409]",37064
1236,00:20:36,Frazier,1,0.789869,"[0.642262, 0.456429, 0.0251849, 0.241668]",37102
1237,00:20:37,Frazier,1,0.793762,"[0.64186, 0.453618, 0.0285709, 0.25137]",37114
1238,00:20:38,Frazier,1,0.875142,"[0.635508, 0.448158, 0.0488194, 0.245115]",37169
1239,00:20:39,Frazier,1,0.913782,"[0.63371, 0.44901, 0.0499942, 0.246052]",37176
1240,00:20:40,Frazier,1,0.930304,"[0.618774, 0.490512, 0.0689757, 0.183022]",37214
1241,00:20:41,Frazier,1,0.893024,"[0.631383, 0.469216, 0.0418917, 0.225201]",37251
1242,00:20:42,Frazier,1,0.885895,"[0.632551, 0.461146, 0.0433151, 0.236455]",37281
1243,00:20:43,Frazier,1,0.809798,"[0.641228, 0.46189, 0.0264699, 0.234918]",37308
1244,00:20:44,Frazier,1,0.755275,"[0.642741, 0.46033, 0.0221344, 0.24382]",37344
1245,00:20:45,Frazier,1,0.779117,"[0.638936, 0.453219, 0.0244417, 0.256204]",37371
1246,00:20:46,Frazier,1,0.826506,"[0.634355, 0.45035, 0.0375774, 0.245571]",37404
1247,00:20:47,Frazier,1,0.800803,"[0.648112, 0.455863, 0.018162, 0.237533]",37439
1248,00:20:48,Frazier,1,0.805785,"[0.647469, 0.455733, 0.0197362, 0.238966]",37440
1249,00:20:49,Frazier,1,0.859998,"[0.636958, 0.437754, 0.0508404, 0.255562]",37495
1250,00:20:50,Frazier,1,0.827801,"[0.636387, 0.439163, 0.0391724, 0.254629]",37508
1251,00:20:51,Frazier,1,0.906672,"[0.61644, 0.474301, 0.0525571, 0.199768]",37559
1252,00:20:52,Frazier,1,0.886544,"[0.620972, 0.474024, 0.0467791, 0.20835]",37561
1253,00:20:53,Frazier,1,0.820172,"[0.664948, 0.470373, 0.0278224, 0.223545]",37618
1254,00:20:54,Frazier,1,0.76068,"[0.661849, 0.4632, 0.0193851, 0.235749]",37622
1255,00:20:55,Frazier,1,0.756289,"[0.647245, 0.451592, 0.0254293, 0.256023]",37665
1256,00:20:56,Frazier,1,0.900795,"[0.638303, 0.440381, 0.0509553, 0.257139]",37707
1257,00:20:57,Frazier,1,0.909437,"[0.625413, 0.451223, 0.0738922, 0.248403]",37715
1258,00:20:58,Frazier,1,0.941466,"[0.626634, 0.480262, 0.051657, 0.199323]",37764
1259,00:20:59,Frazier,1,0.813897,"[0.649381, 0.459177, 0.0190015, 0.236985]",37772
1260,00:21:00,Frazier,1,0.790108,"[0.680116, 0.444423, 0.0365288, 0.255356]",37820
1261,00:21:01,Frazier,1,0.814302,"[0.673213, 0.455326, 0.0260876, 0.240643]",37839
1262,00:21:02,Frazier,1,0.769727,"[0.667351, 0.457389, 0.0232599, 0.237444]",37883
1263,00:21:03,Frazier,1,0.78971,"[0.669791, 0.466661, 0.0285605, 0.22378]",37894
1264,00:21:04,Frazier,1,0.753406,"[0.662784, 0.461298, 0.0229664, 0.232131]",37943
1265,00:21:05,Frazier,1,0.87452,"[0.641615, 0.491142, 0.037179, 0.178539]",37978
1266,00:21:06,Frazier,1,0.950224,"[0.628539, 0.491783, 0.0561587, 0.178448]",37990
1267,00:21:07,Frazier,1,0.929254,"[0.628787, 0.469447, 0.0587608, 0.222744]",38015
1268,00:21:08,Frazier,1,0.937575,"[0.628523, 0.496519, 0.0588033, 0.167644]",38048
1269,00:21:09,Frazier,1,0.934988,"[0.624809, 0.470415, 0.0656258, 0.214611]",38082
1270,00:21:10,Frazier,1,0.930221,"[0.628237, 0.46091, 0.0604594, 0.226852]",38121
1271,00:21:11,Frazier,1,0.910548,"[0.602507, 0.514501, 0.0942008, 0.146177]",38145
1272,00:21:12,Frazier,1,0.934455,"[0.630871, 0.500442, 0.0459042, 0.155241]",38184
1273,00:21:13,Frazier,1,0.911036,"[0.634676, 0.492992, 0.0380226, 0.173918]",38206
1274,00:21:14,Frazier,1,0.9419,"[0.623232, 0.505791, 0.0602067, 0.148622]",38249
1275,00:21:15,Frazier,1,0.954717,"[0.618316, 0.49941, 0.0706531, 0.158375]",38256
1276,00:21:16,Frazier,1,0.922931,"[0.614689, 0.53424, 0.0731225, 0.0963071]",38294
1277,00:21:17,Frazier,1,0.940513,"[0.632342, 0.502501, 0.0414242, 0.154394]",38337
1278,00:21:18,Frazier,1,0.928001,"[0.633699, 0.500199, 0.0409565, 0.156732]",38340
1279,00:21:19,Frazier,1,0.823301,"[0.6436, 0.501425, 0.0228294, 0.154955]",38382
1280,00:21:20,Frazier,1,0.850984,"[0.643759, 0.500493, 0.0262339, 0.157008]",38429
1281,00:21:21,Frazier,1,0.940877,"[0.62211, 0.469248, 0.0612689, 0.222568]",38452
1284,00:21:24,Frazier,1,0.957942,"[0.622473, 0.499994, 0.0685404, 0.150734]",38549
1285,00:21:25,Frazier,1,0.930845,"[0.624662, 0.497788, 0.0647094, 0.153602]",38550
1286,00:21:26,Frazier,1,0.9222,"[0.632354, 0.50599, 0.0550671, 0.124798]",38606
1287,00:21:27,Frazier,1,0.927932,"[0.631952, 0.498897, 0.0569399, 0.138553]",38615
1288,00:21:28,Frazier,1,0.907135,"[0.641469, 0.494967, 0.0477549, 0.14235]",38667
1289,00:21:29,Frazier,1,0.914814,"[0.64454, 0.49627, 0.0457811, 0.129524]",38677
1290,00:21:30,Frazier,1,0.932936,"[0.627763, 0.51493, 0.0602343, 0.108361]",38716
1291,00:21:31,Frazier,1,0.940605,"[0.621344, 0.516431, 0.0708848, 0.111554]",38741
1292,00:21:32,Frazier,1,0.951812,"[0.610453, 0.53667, 0.0831261, 0.0861221]",38777
1293,00:21:33,Frazier,1,0.955333,"[0.610523, 0.535956, 0.08492, 0.0888375]",38798
1294,00:21:34,Frazier,1,0.855598,"[0.608342, 0.548852, 0.0855879, 0.0671041]",38820
1295,00:21:35,Frazier,1,0.905453,"[0.609203, 0.545489, 0.0869967, 0.0674189]",38871
1296,00:21:36,Frazier,1,0.91362,"[0.611165, 0.544404, 0.0841084, 0.0742291]",38909
1297,00:21:37,Frazier,1,0.955474,"[0.614123, 0.537029, 0.0804445, 0.0845129]",38923
1298,00:21:38,Frazier,1,0.953504,"[0.613772, 0.535818, 0.0805234, 0.0893831]",38948
1299,00:21:39,Frazier,1,0.937222,"[0.611816, 0.523075, 0.0849863, 0.111066]",38989
1300,00:21:40,Frazier,1,0.929959,"[0.607838, 0.523704, 0.0917959, 0.113526]",39001
1301,00:21:41,Frazier,1,0.896142,"[0.594887, 0.502895, 0.0857591, 0.109055]",39032
1302,00:21:42,Frazier,1,0.862589,"[0.583378, 0.518663, 0.125016, 0.110337]",39076
1303,00:21:43,Frazier,1,0.879627,"[0.591923, 0.519036, 0.11968, 0.119419]",39095
1304,00:21:44,Frazier,1,0.94183,"[0.608163, 0.509807, 0.0934845, 0.135183]",39145
1305,00:21:45,Frazier,1,0.93781,"[0.61241, 0.50907, 0.0919781, 0.134029]",39150
1306,00:21:46,Frazier,1,0.930254,"[0.600573, 0.525483, 0.115333, 0.105899]",39189
1307,00:21:47,Frazier,1,0.917285,"[0.609448, 0.527737, 0.0985569, 0.105435]",39214
1308,00:21:48,Frazier,1,0.910499,"[0.601973, 0.537189, 0.109785, 0.0896785]",39254
1310,00:21:50,Frazier,1,0.873958,"[0.580749, 0.500276, 0.124605, 0.100605]",39319
1311,00:21:51,Frazier,1,0.91734,"[0.606543, 0.519195, 0.103885, 0.116423]",39350
1312,00:21:52,Frazier,1,0.933676,"[0.612906, 0.51945, 0.0911785, 0.121071]",39376
1313,00:21:53,Frazier,1,0.933939,"[0.601933, 0.522135, 0.112186, 0.108385]",39400
1314,00:21:54,Frazier,1,0.909793,"[0.607669, 0.538283, 0.0989442, 0.0868175]",39431
1318,00:21:58,Frazier,1,0.939469,"[0.609702, 0.444331, 0.0961311, 0.177745]",39569
1319,00:21:59,Frazier,1,0.938729,"[0.608684, 0.444793, 0.0935598, 0.165555]",39570
1320,00:22:00,Frazier,1,0.9487,"[0.678941, 0.469645, 0.0923969, 0.172797]",39623
1321,00:22:01,Frazier,1,0.912916,"[0.680233, 0.496859, 0.0885916, 0.125876]",39630
1322,00:22:02,Frazier,1,0.910494,"[0.600597, 0.477052, 0.107734, 0.153029]",39677
1323,00:22:03,Frazier,1,0.86498,"[0.583375, 0.521872, 0.13371, 0.110176]",39704
1324,00:22:04,Frazier,1,0.929813,"[0.606674, 0.509348, 0.100908, 0.133144]",39748
1325,00:22:05,Frazier,1,0.927442,"[0.602334, 0.510589, 0.110162, 0.130072]",39758
1326,00:22:06,Frazier,1,0.902513,"[0.606121, 0.537429, 0.0979185, 0.0883323]",39800
1327,00:22:07,Frazier,1,0.943368,"[0.616827, 0.511951, 0.0890094, 0.12633]",39834
1328,00:22:08,Frazier,1,0.93622,"[0.613963, 0.53317, 0.088102, 0.0916526]",39863
1329,00:22:09,Frazier,1,0.877803,"[0.610944, 0.528432, 0.0930256, 0.101262]",39870
1330,00:22:10,Frazier,1,0.934435,"[0.622994, 0.51356, 0.0700241, 0.117982]",39928
1331,00:22:11,Frazier,1,0.916988,"[0.629229, 0.502789, 0.0575378, 0.131264]",39941
1332,00:22:12,Frazier,1,0.960742,"[0.623913, 0.488474, 0.0712086, 0.159092]",39977
1333,00:22:13,Frazier,1,0.943293,"[0.614798, 0.535806, 0.0818899, 0.0845142]",40009
1334,00:22:14,Frazier,1,0.925785,"[0.612463, 0.543933, 0.0838838, 0.0737895]",40024
1335,00:22:15,Frazier,1,0.945667,"[0.617511, 0.535216, 0.0811253, 0.0811174]",40072
1336,00:22:16,Frazier,1,0.945471,"[0.612759, 0.534666, 0.0846875, 0.0904907]",40086
1337,00:22:17,Frazier,1,0.92474,"[0.610208, 0.522343, 0.0964204, 0.1029]",40111
1338,00:22:18,Frazier,1,0.888573,"[0.580505, 0.510254, 0.130107, 0.123271]",40164
1343,00:22:23,Frazier,1,0.922388,"[0.613598, 0.494985, 0.0847065, 0.165016]",40305
1344,00:22:24,Frazier,1,0.917367,"[0.611848, 0.501968, 0.0866283, 0.150747]",40334
1345,00:22:25,Frazier,1,0.914782,"[0.60802, 0.502874, 0.0915025, 0.159372]",40361
1346,00:22:26,Frazier,1,0.900641,"[0.609507, 0.498841, 0.0884892, 0.152336]",40400
1347,00:22:27,Frazier,1,0.917423,"[0.609681, 0.503183, 0.0821323, 0.154679]",40424
1348,00:22:28,Frazier,1,0.925334,"[0.611593, 0.497141, 0.0798267, 0.16775]",40444
1349,00:22:29,Frazier,1,0.92663,"[0.612914, 0.50102, 0.0798221, 0.150458]",40475
1350,00:22:30,Frazier,1,0.932369,"[0.62156, 0.494346, 0.0620843, 0.159646]",40529
1351,00:22:31,Frazier,1,0.947037,"[0.624705, 0.49393, 0.053539, 0.168822]",40542
1352,00:22:32,Frazier,1,0.935623,"[0.624188, 0.504221, 0.0562733, 0.152481]",40567
1353,00:22:33,Frazier,1,0.914032,"[0.628763, 0.513733, 0.0547944, 0.124617]",40592
1354,00:22:34,Frazier,1,0.918401,"[0.608123, 0.525562, 0.0832175, 0.115172]",40629
1355,00:22:35,Frazier,1,0.93196,"[0.613783, 0.523578, 0.0767796, 0.114897]",40667
1356,00:22:36,Frazier,1,0.942961,"[0.62314, 0.503345, 0.0593202, 0.152819]",40708
1357,00:22:37,Frazier,1,0.949297,"[0.620353, 0.496317, 0.0628012, 0.166761]",40714
1358,00:22:38,Frazier,1,0.929701,"[0.626678, 0.502761, 0.0557768, 0.148598]",40741
1359,00:22:39,Frazier,1,0.910749,"[0.612887, 0.525228, 0.071674, 0.119934]",40790
1360,00:22:40,Frazier,1,0.921979,"[0.606264, 0.509242, 0.0873408, 0.128273]",40826
1361,00:22:41,Frazier,1,0.869786,"[0.587811, 0.51651, 0.115052, 0.124087]",40856
1362,00:22:42,Frazier,1,0.897144,"[0.606048, 0.50399, 0.0954971, 0.148]",40882
1363,00:22:43,Frazier,1,0.93157,"[0.615583, 0.494916, 0.0738295, 0.170949]",40919
1364,00:22:44,Frazier,1,0.934502,"[0.615727, 0.493472, 0.075654, 0.173352]",40922
1365,00:22:45,Frazier,1,0.925535,"[0.612933, 0.499361, 0.0833227, 0.163505]",40977
1366,00:22:46,Frazier,1,0.914915,"[0.607435, 0.520406, 0.09231, 0.12737]",40982
1367,00:22:47,Frazier,1,0.922075,"[0.617434, 0.501603, 0.0807282, 0.14528]",41038
1368,00:22:48,Frazier,1,0.933826,"[0.621126, 0.503389, 0.073066, 0.148788]",41063
1369,00:22:49,Frazier,1,0.910341,"[0.618974, 0.518856, 0.0773744, 0.120314]",41082
1370,00:22:50,Frazier,1,0.919612,"[0.615723, 0.518286, 0.0820131, 0.126774]",41125
1371,00:22:51,Frazier,1,0.911884,"[0.608368, 0.52601, 0.0853615, 0.121329]",41157
1372,00:22:52,Frazier,1,0.932673,"[0.612955, 0.498997, 0.0816141, 0.160288]",41169
1378,00:22:58,Forceps,2,0.890697,"[0.623462, 0.510276, 0.0858795, 0.108327]",41347
