second,timestamp_hhmmss,label,class,confidence,bbox,frame
171,00:02:51,Forceps,2,0.771325,"[0.690815, 0.477987, 0.0851879, 0.134267]",5137
172,00:02:52,Forceps,2,0.782924,"[0.692201, 0.478056, 0.0825433, 0.131876]",5186
173,00:02:53,Forceps,2,0.775374,"[0.690894, 0.477961, 0.0851982, 0.132811]",5212
174,00:02:54,Forceps,2,0.766648,"[0.690156, 0.476491, 0.0861909, 0.135229]",5241
175,00:02:55,Forceps,2,0.786724,"[0.689267, 0.476612, 0.0878178, 0.132766]",5271
176,00:02:56,Forceps,2,0.770319,"[0.688945, 0.465892, 0.0839996, 0.155777]",5303
177,00:02:57,Forceps,2,0.888893,"[0.68809, 0.462389, 0.0847576, 0.15977]",5322
178,00:02:58,Forceps,2,0.849764,"[0.680125, 0.445318, 0.0982876, 0.194348]",5347
179,00:02:59,Forceps,2,0.865646,"[0.657696, 0.440022, 0.111225, 0.225022]",5388
183,00:03:03,Frazier,1,0.78385,"[0.646355, 0.465342, 0.10248, 0.103898]",5511
184,00:03:04,Frazier,1,0.789511,"[0.660038, 0.513913, 0.139794, 0.103082]",5526
185,00:03:05,Frazier,1,0.789621,"[0.616332, 0.514984, 0.103554, 0.12455]",5571
186,00:03:06,Frazier,1,0.711783,"[0.678385, 0.507608, 0.0930585, 0.078588]",5604
187,00:03:07,Frazier,1,0.784596,"[0.609721, 0.505568, 0.105833, 0.121214]",5620
188,00:03:08,Frazier,1,0.770625,"[0.676489, 0.470956, 0.0874708, 0.106801]",5665
189,00:03:09,Frazier,1,0.797519,"[0.668801, 0.487538, 0.119044, 0.127969]",5697
190,00:03:10,Frazier,1,0.837657,"[0.674786, 0.485178, 0.108867, 0.126736]",5703
191,00:03:11,Frazier,1,0.820961,"[0.686406, 0.502082, 0.0727888, 0.0910749]",5746
192,00:03:12,Frazier,1,0.8177,"[0.68641, 0.502079, 0.073118, 0.0909726]",5765
193,00:03:13,Frazier,1,0.80702,"[0.684795, 0.494974, 0.0766647, 0.100168]",5798
194,00:03:14,Frazier,1,0.822977,"[0.690135, 0.481853, 0.0808159, 0.114138]",5835
195,00:03:15,Frazier,1,0.789608,"[0.680668, 0.492656, 0.0836114, 0.0955705]",5868
196,00:03:16,Frazier,1,0.7678,"[0.682821, 0.493352, 0.0783695, 0.0985964]",5886
197,00:03:17,Frazier,1,0.883361,"[0.703204, 0.449422, 0.060903, 0.206406]",5926
198,00:03:18,Frazier,1,0.87373,"[0.687179, 0.471195, 0.083864, 0.146781]",5945
199,00:03:19,Frazier,1,0.821884,"[0.699401, 0.464878, 0.0532352, 0.151693]",5975
200,00:03:20,Frazier,1,0.828886,"[0.693884, 0.483963, 0.0673636, 0.116063]",6027
201,00:03:21,Frazier,1,0.849776,"[0.677202, 0.471893, 0.104646, 0.145981]",6055
202,00:03:22,Frazier,1,0.837887,"[0.678736, 0.476215, 0.100377, 0.143294]",6062
203,00:03:23,Frazier,1,0.791486,"[0.681346, 0.476004, 0.0963699, 0.137756]",6101
204,00:03:24,Frazier,1,0.765648,"[0.67694, 0.473213, 0.104813, 0.14403]",6135
205,00:03:25,Frazier,1,0.856675,"[0.688149, 0.461427, 0.0855255, 0.153763]",6158
206,00:03:26,Frazier,1,0.832982,"[0.686112, 0.467549, 0.0923709, 0.138713]",6188
207,00:03:27,Frazier,1,0.849943,"[0.699509, 0.472099, 0.0546959, 0.140862]",6233
208,00:03:28,Frazier,1,0.849296,"[0.696443, 0.441907, 0.0748624, 0.189188]",6269
209,00:03:29,Frazier,1,0.867316,"[0.696645, 0.442997, 0.0750687, 0.187519]",6270
210,00:03:30,Frazier,1,0.806239,"[0.682178, 0.478192, 0.0962304, 0.13195]",6329
211,00:03:31,Frazier,1,0.842267,"[0.683029, 0.477817, 0.0921595, 0.131994]",6345
212,00:03:32,Frazier,1,0.798528,"[0.673779, 0.488844, 0.111435, 0.109005]",6368
213,00:03:33,Frazier,1,0.819849,"[0.679646, 0.468635, 0.100143, 0.149424]",6413
214,00:03:34,Frazier,1,0.843686,"[0.698701, 0.457123, 0.0567327, 0.168925]",6439
215,00:03:35,Frazier,1,0.865878,"[0.685562, 0.479484, 0.0871081, 0.127904]",6466
216,00:03:36,Frazier,1,0.849174,"[0.677194, 0.50702, 0.0967205, 0.0796485]",6505
217,00:03:37,Frazier,1,0.845527,"[0.676732, 0.508197, 0.0983599, 0.0800327]",6510
218,00:03:38,Frazier,1,0.750243,"[0.68558, 0.505535, 0.0785891, 0.0771561]",6550
219,00:03:39,Frazier,1,0.834601,"[0.679296, 0.509643, 0.100506, 0.074641]",6589
220,00:03:40,Frazier,1,0.786205,"[0.678449, 0.503066, 0.0986466, 0.0757007]",6604
221,00:03:41,Frazier,1,0.841233,"[0.67898, 0.508607, 0.0978099, 0.0770091]",6657
222,00:03:42,Frazier,1,0.829918,"[0.676001, 0.50962, 0.0986431, 0.073005]",6661
224,00:03:44,Frazier,1,0.771107,"[0.674853, 0.46821, 0.112986, 0.101184]",6732
225,00:03:45,Frazier,1,0.827794,"[0.683699, 0.486333, 0.0893157, 0.116739]",6778
226,00:03:46,Frazier,1,0.832059,"[0.683735, 0.488593, 0.0887524, 0.113595]",6803
227,00:03:47,Frazier,1,0.800408,"[0.685955, 0.487115, 0.087549, 0.111824]",6810
228,00:03:48,Frazier,1,0.781053,"[0.68366, 0.497359, 0.090036, 0.088642]",6852
229,00:03:49,Frazier,1,0.822694,"[0.673415, 0.511153, 0.108173, 0.0734763]",6896
230,00:03:50,Frazier,1,0.711736,"[0.668038, 0.514101, 0.114073, 0.0664792]",6900
231,00:03:51,Frazier,1,0.716985,"[0.690754, 0.517878, 0.075399, 0.0715656]",6954
232,00:03:52,Frazier,1,0.708481,"[0.680244, 0.520272, 0.0901964, 0.0758066]",6961
233,00:03:53,Frazier,1,0.750453,"[0.674101, 0.499406, 0.104705, 0.0924159]",7018
234,00:03:54,Frazier,1,0.914746,"[0.675983, 0.465724, 0.110651, 0.169456]",7044
235,00:03:55,Frazier,1,0.939916,"[0.689997, 0.464129, 0.0834217, 0.161017]",7060
236,00:03:56,Frazier,1,0.902886,"[0.690995, 0.46618, 0.0811558, 0.15786]",7080
237,00:03:57,Frazier,1,0.908458,"[0.688086, 0.470047, 0.0845474, 0.151943]",7136
238,00:03:58,Frazier,1,0.91501,"[0.688265, 0.470341, 0.0841012, 0.151606]",7158
239,00:03:59,Frazier,1,0.895718,"[0.684671, 0.478136, 0.0888169, 0.137516]",7172
240,00:04:00,Frazier,1,0.905134,"[0.68719, 0.475097, 0.0843224, 0.141358]",7223
241,00:04:01,Frazier,1,0.890928,"[0.687251, 0.473612, 0.0858344, 0.143379]",7230
242,00:04:02,Frazier,1,0.921332,"[0.694004, 0.465301, 0.0750399, 0.156185]",7289
243,00:04:03,Frazier,1,0.925947,"[0.69447, 0.464874, 0.0749178, 0.156889]",7296
244,00:04:04,Frazier,1,0.89089,"[0.680035, 0.488094, 0.0963369, 0.121218]",7345
245,00:04:05,Frazier,1,0.880114,"[0.679452, 0.488113, 0.0958481, 0.11893]",7354
246,00:04:06,Frazier,1,0.870071,"[0.688423, 0.477373, 0.0840115, 0.136465]",7382
247,00:04:07,Frazier,1,0.884187,"[0.680782, 0.494882, 0.0944547, 0.110396]",7418
248,00:04:08,Frazier,1,0.890356,"[0.689102, 0.477248, 0.0808537, 0.138058]",7450
249,00:04:09,Frazier,1,0.935833,"[0.690507, 0.45224, 0.0796825, 0.184389]",7494
250,00:04:10,Frazier,1,0.956334,"[0.695093, 0.446987, 0.0719016, 0.196957]",7518
251,00:04:11,Frazier,1,0.950603,"[0.695826, 0.452538, 0.0704857, 0.183723]",7555
252,00:04:12,Frazier,1,0.951485,"[0.69648, 0.452727, 0.0703646, 0.182919]",7562
253,00:04:13,Frazier,1,0.930819,"[0.685118, 0.461766, 0.0896635, 0.164648]",7599
254,00:04:14,Frazier,1,0.930875,"[0.677203, 0.477947, 0.105402, 0.136883]",7648
255,00:04:15,Frazier,1,0.937127,"[0.693212, 0.450873, 0.0756353, 0.188408]",7672
256,00:04:16,Frazier,1,0.93856,"[0.689888, 0.461468, 0.0838912, 0.162194]",7703
257,00:04:17,Frazier,1,0.943781,"[0.69702, 0.462892, 0.0736443, 0.160076]",7722
258,00:04:18,Frazier,1,0.95562,"[0.694441, 0.450629, 0.0746314, 0.192074]",7753
259,00:04:19,Frazier,1,0.948891,"[0.69309, 0.449122, 0.0754416, 0.191121]",7772
260,00:04:20,Frazier,1,0.916876,"[0.690058, 0.472905, 0.0819538, 0.143257]",7801
261,00:04:21,Frazier,1,0.806659,"[0.676259, 0.511257, 0.108934, 0.0831153]",7844
262,00:04:22,Frazier,1,0.813607,"[0.674656, 0.505342, 0.10774, 0.0786527]",7881
263,00:04:23,Frazier,1,0.801213,"[0.675319, 0.500185, 0.104851, 0.0840615]",7916
264,00:04:24,Frazier,1,0.823406,"[0.676086, 0.506009, 0.104421, 0.0846112]",7924
265,00:04:25,Frazier,1,0.816357,"[0.676693, 0.491327, 0.104591, 0.0987048]",7966
319,00:05:19,Frazier,1,0.703644,"[0.674322, 0.513235, 0.107647, 0.0713527]",9591
320,00:05:20,Frazier,1,0.842936,"[0.662043, 0.490452, 0.120574, 0.122489]",9627
321,00:05:21,Frazier,1,0.853422,"[0.670111, 0.497831, 0.150459, 0.124506]",9643
322,00:05:22,Frazier,1,0.721169,"[0.688312, 0.508713, 0.0801051, 0.0598301]",9660
323,00:05:23,Frazier,1,0.841628,"[0.66863, 0.490529, 0.113057, 0.117476]",9714
324,00:05:24,Frazier,1,0.810094,"[0.668963, 0.493276, 0.115414, 0.115633]",9724
325,00:05:25,Frazier,1,0.79138,"[0.669491, 0.500015, 0.119343, 0.107208]",9756
326,00:05:26,Frazier,1,0.764441,"[0.687123, 0.473018, 0.0804989, 0.18088]",9789
328,00:05:28,Frazier,1,0.773925,"[0.674454, 0.498484, 0.115495, 0.112903]",9862
329,00:05:29,Frazier,1,0.781804,"[0.671784, 0.506122, 0.106693, 0.0959115]",9890
330,00:05:30,Frazier,1,0.793638,"[0.671768, 0.508253, 0.103749, 0.083538]",9922
331,00:05:31,Frazier,1,0.816636,"[0.670914, 0.506706, 0.108472, 0.0828588]",9950
332,00:05:32,Frazier,1,0.787028,"[0.673499, 0.50144, 0.11331, 0.0843131]",9989
333,00:05:33,Frazier,1,0.749445,"[0.676795, 0.507389, 0.104157, 0.077117]",10006
334,00:05:34,Frazier,1,0.750591,"[0.676753, 0.507334, 0.0997133, 0.0898651]",10031
335,00:05:35,Frazier,1,0.739862,"[0.680083, 0.508785, 0.0998637, 0.0757281]",10055
336,00:05:36,Frazier,1,0.792842,"[0.679478, 0.482428, 0.0951256, 0.107378]",10094
363,00:06:03,Frazier,1,0.724809,"[0.687542, 0.477436, 0.0824841, 0.111046]",10915
364,00:06:04,Frazier,1,0.730751,"[0.686402, 0.471933, 0.0848443, 0.124866]",10923
365,00:06:05,Frazier,1,0.811609,"[0.682241, 0.484753, 0.0941097, 0.119335]",10960
366,00:06:06,Frazier,1,0.763395,"[0.681716, 0.485091, 0.0950029, 0.10896]",10980
367,00:06:07,Frazier,1,0.702607,"[0.684813, 0.498693, 0.0821722, 0.0756217]",11021
386,00:06:26,Forceps,2,0.805036,"[0.684185, 0.48176, 0.0852043, 0.12693]",11609
387,00:06:27,Forceps,2,0.876821,"[0.680892, 0.479823, 0.0910812, 0.133909]",11619
388,00:06:28,Forceps,2,0.877914,"[0.672337, 0.47723, 0.106332, 0.138869]",11661
389,00:06:29,Forceps,2,0.737571,"[0.656354, 0.477005, 0.123099, 0.147512]",11686
390,00:06:30,Forceps,2,0.884236,"[0.678019, 0.470339, 0.0967356, 0.142785]",11718
391,00:06:31,Forceps,2,0.870897,"[0.677701, 0.464215, 0.0939095, 0.151062]",11743
422,00:07:02,Frazier,1,0.714179,"[0.665859, 0.498642, 0.119555, 0.0957779]",12689
423,00:07:03,Frazier,1,0.848326,"[0.673762, 0.4881, 0.106171, 0.112201]",12707
424,00:07:04,Frazier,1,0.818329,"[0.671184, 0.505556, 0.11054, 0.0928602]",12730
425,00:07:05,Frazier,1,0.789904,"[0.670339, 0.511992, 0.111479, 0.0877388]",12778
426,00:07:06,Frazier,1,0.888306,"[0.678595, 0.481902, 0.101716, 0.126841]",12802
427,00:07:07,Frazier,1,0.887325,"[0.681352, 0.481568, 0.0972779, 0.120328]",12815
428,00:07:08,Frazier,1,0.848701,"[0.680921, 0.492586, 0.0977991, 0.104859]",12844
429,00:07:09,Frazier,1,0.820306,"[0.673981, 0.505725, 0.107305, 0.0909458]",12876
430,00:07:10,Frazier,1,0.795483,"[0.671889, 0.512613, 0.112867, 0.0881505]",12921
431,00:07:11,Frazier,1,0.787125,"[0.671529, 0.515243, 0.113709, 0.0810087]",12930
432,00:07:12,Frazier,1,0.793667,"[0.672417, 0.515847, 0.110575, 0.0829277]",12975
477,00:07:57,Frazier,1,0.732588,"[0.662985, 0.488205, 0.122135, 0.0459332]",14332
478,00:07:58,Frazier,1,0.737542,"[0.671686, 0.521985, 0.0928455, 0.0779789]",14364
479,00:07:59,Frazier,1,0.713847,"[0.672763, 0.510858, 0.106964, 0.0803511]",14397
480,00:08:00,Frazier,1,0.802622,"[0.672756, 0.501827, 0.101635, 0.0875952]",14408
481,00:08:01,Frazier,1,0.744542,"[0.678172, 0.496448, 0.0905479, 0.100068]",14436
494,00:08:14,Frazier,1,0.734292,"[0.676893, 0.515107, 0.0942989, 0.0757128]",14820
495,00:08:15,Frazier,1,0.740946,"[0.668493, 0.501768, 0.0887218, 0.105669]",14869
496,00:08:16,Frazier,1,0.744299,"[0.669455, 0.501352, 0.0878851, 0.105354]",14907
497,00:08:17,Frazier,1,0.724018,"[0.670772, 0.49911, 0.089654, 0.104363]",14939
498,00:08:18,Frazier,1,0.767704,"[0.670183, 0.5011, 0.0894381, 0.100882]",14951
499,00:08:19,Frazier,1,0.759011,"[0.673155, 0.481925, 0.0998467, 0.0758012]",14977
500,00:08:20,Frazier,1,0.71101,"[0.688069, 0.528373, 0.068589, 0.0557489]",15010
548,00:09:08,Forceps,2,0.749584,"[0.707798, 0.451828, 0.0481994, 0.186477]",16455
549,00:09:09,Forceps,2,0.81608,"[0.69614, 0.44196, 0.0702161, 0.204048]",16494
550,00:09:10,Forceps,2,0.811278,"[0.698624, 0.448117, 0.0636509, 0.195609]",16529
551,00:09:11,Forceps,2,0.817747,"[0.698695, 0.447786, 0.0637955, 0.19565]",16530
552,00:09:12,Forceps,2,0.807302,"[0.694808, 0.447445, 0.0734829, 0.194568]",16585
585,00:09:45,Forceps,2,0.70348,"[0.68138, 0.465346, 0.0935223, 0.180056]",17561
586,00:09:46,Forceps,2,0.759259,"[0.685649, 0.450048, 0.0865866, 0.193218]",17582
