second,timestamp_hhmmss,label,class,confidence,bbox,frame
23,00:00:23,Microdebrider,3,0.940554,"[0.565639, 0.537041, 0.111633, 0.240266]",697
24,00:00:24,Microdebrider,3,0.937386,"[0.559547, 0.549768, 0.126078, 0.216118]",742
25,00:00:25,Microdebrider,3,0.938594,"[0.560133, 0.546672, 0.124118, 0.222698]",771
26,00:00:26,Microdebrider,3,0.940609,"[0.564371, 0.535928, 0.107923, 0.239089]",788
27,00:00:27,Microdebrider,3,0.941154,"[0.565428, 0.537305, 0.109363, 0.23719]",829
28,00:00:28,Microdebrider,3,0.939291,"[0.563412, 0.534436, 0.113311, 0.24156]",857
29,00:00:29,Microdebrider,3,0.940097,"[0.563318, 0.537709, 0.112542, 0.233294]",886
30,00:00:30,Microdebrider,3,0.932263,"[0.561782, 0.538978, 0.1171, 0.232321]",900
31,00:00:31,Microdebrider,3,0.939576,"[0.566632, 0.530635, 0.11036, 0.251685]",951
32,00:00:32,Microdebrider,3,0.941305,"[0.559347, 0.535331, 0.126205, 0.247288]",978
33,00:00:33,Microdebrider,3,0.938316,"[0.557322, 0.543488, 0.128804, 0.228299]",1003
34,00:00:34,Microdebrider,3,0.945544,"[0.564915, 0.533096, 0.108926, 0.245658]",1042
35,00:00:35,Microdebrider,3,0.932056,"[0.572031, 0.524961, 0.0949718, 0.261335]",1070
36,00:00:36,Microdebrider,3,0.944379,"[0.564214, 0.53396, 0.107729, 0.246311]",1092
37,00:00:37,Microdebrider,3,0.947656,"[0.562454, 0.523967, 0.114428, 0.25978]",1111
38,00:00:38,Microdebrider,3,0.924801,"[0.584105, 0.516791, 0.0756051, 0.272432]",1162
39,00:00:39,Microdebrider,3,0.930741,"[0.575828, 0.506399, 0.0886749, 0.293082]",1195
40,00:00:40,Microdebrider,3,0.940716,"[0.566387, 0.508513, 0.10916, 0.287801]",1212
41,00:00:41,Microdebrider,3,0.936917,"[0.570579, 0.509286, 0.0964598, 0.288355]",1258
42,00:00:42,Microdebrider,3,0.936119,"[0.57114, 0.510004, 0.0950447, 0.287119]",1260
43,00:00:43,Microdebrider,3,0.922791,"[0.580058, 0.521497, 0.0807822, 0.263483]",1299
44,00:00:44,Microdebrider,3,0.931609,"[0.572729, 0.530485, 0.0943947, 0.247197]",1330
45,00:00:45,Microdebrider,3,0.92569,"[0.580404, 0.507614, 0.0817253, 0.290844]",1377
46,00:00:46,Microdebrider,3,0.920865,"[0.58125, 0.505756, 0.0799688, 0.294662]",1380
47,00:00:47,Microdebrider,3,0.93692,"[0.57331, 0.507847, 0.0913401, 0.290192]",1431
48,00:00:48,Microdebrider,3,0.929238,"[0.569507, 0.508254, 0.102785, 0.287835]",1440
49,00:00:49,Microdebrider,3,0.919576,"[0.574556, 0.524882, 0.0921618, 0.261001]",1498
50,00:00:50,Microdebrider,3,0.947419,"[0.563952, 0.532181, 0.107028, 0.246577]",1526
51,00:00:51,Microdebrider,3,0.942139,"[0.565729, 0.532168, 0.105392, 0.246559]",1559
52,00:00:52,Microdebrider,3,0.944583,"[0.565007, 0.531807, 0.107638, 0.247315]",1561
53,00:00:53,Microdebrider,3,0.94233,"[0.561492, 0.524788, 0.114037, 0.256442]",1611
54,00:00:54,Microdebrider,3,0.940519,"[0.573203, 0.509842, 0.0942624, 0.281701]",1632
55,00:00:55,Microdebrider,3,0.932045,"[0.575513, 0.512021, 0.0905178, 0.277379]",1655
56,00:00:56,Microdebrider,3,0.933033,"[0.56883, 0.517667, 0.101265, 0.271061]",1696
57,00:00:57,Microdebrider,3,0.931472,"[0.569023, 0.518964, 0.101786, 0.26817]",1715
58,00:00:58,Microdebrider,3,0.945867,"[0.561036, 0.522121, 0.112221, 0.259224]",1766
59,00:00:59,Microdebrider,3,0.943678,"[0.564676, 0.509838, 0.107657, 0.282773]",1779
60,00:01:00,Microdebrider,3,0.940284,"[0.558939, 0.526648, 0.107745, 0.251487]",1814
61,00:01:01,Microdebrider,3,0.94068,"[0.552475, 0.537898, 0.130888, 0.232745]",1856
62,00:01:02,Microdebrider,3,0.932546,"[0.54787, 0.528892, 0.144572, 0.250248]",1883
63,00:01:03,Microdebrider,3,0.933958,"[0.547211, 0.526747, 0.141716, 0.254269]",1899
82,00:01:22,Frazier,1,0.888992,"[0.552516, 0.575308, 0.14924, 0.144602]",2489
83,00:01:23,Frazier,1,0.962224,"[0.578979, 0.558364, 0.0853705, 0.184028]",2519
84,00:01:24,Frazier,1,0.960252,"[0.579293, 0.561267, 0.0850706, 0.179058]",2522
85,00:01:25,Frazier,1,0.961033,"[0.578851, 0.569993, 0.0858073, 0.16256]",2560
86,00:01:26,Frazier,1,0.961603,"[0.579594, 0.572082, 0.0825533, 0.160834]",2602
87,00:01:27,Frazier,1,0.955051,"[0.585482, 0.571195, 0.0734426, 0.164999]",2611
88,00:01:28,Frazier,1,0.953291,"[0.578375, 0.57743, 0.0846095, 0.152003]",2645
89,00:01:29,Frazier,1,0.96062,"[0.579379, 0.572316, 0.0841457, 0.161225]",2698
90,00:01:30,Frazier,1,0.956398,"[0.586392, 0.561676, 0.0725739, 0.184945]",2726
91,00:01:31,Frazier,1,0.954454,"[0.579733, 0.572661, 0.0822533, 0.161623]",2758
92,00:01:32,Frazier,1,0.953241,"[0.579602, 0.572602, 0.0817797, 0.161546]",2760
93,00:01:33,Frazier,1,0.943946,"[0.575921, 0.57679, 0.0864124, 0.154396]",2790
94,00:01:34,Frazier,1,0.939269,"[0.568779, 0.583926, 0.0920559, 0.140796]",2820
95,00:01:35,Frazier,1,0.915496,"[0.562482, 0.597805, 0.107662, 0.115292]",2877
96,00:01:36,Frazier,1,0.914281,"[0.562139, 0.596784, 0.109302, 0.116922]",2881
97,00:01:37,Frazier,1,0.91244,"[0.562992, 0.598071, 0.107528, 0.113666]",2918
98,00:01:38,Frazier,1,0.914154,"[0.563179, 0.597647, 0.106155, 0.114689]",2961
99,00:01:39,Frazier,1,0.930861,"[0.572695, 0.579466, 0.0925234, 0.146867]",2985
100,00:01:40,Frazier,1,0.943405,"[0.56701, 0.585763, 0.102398, 0.136071]",3004
101,00:01:41,Frazier,1,0.952058,"[0.566394, 0.586196, 0.103772, 0.131974]",3035
102,00:01:42,Frazier,1,0.929352,"[0.559692, 0.589491, 0.113289, 0.127317]",3067
112,00:01:52,Freer,4,0.880183,"[0.594308, 0.579227, 0.0578533, 0.161959]",3389
113,00:01:53,Freer,4,0.911767,"[0.586906, 0.592494, 0.0740207, 0.137276]",3411
114,00:01:54,Freer,4,0.886523,"[0.581455, 0.591537, 0.0817587, 0.135203]",3432
115,00:01:55,Freer,4,0.893837,"[0.581405, 0.579161, 0.084502, 0.148294]",3461
116,00:01:56,Freer,4,0.914199,"[0.591395, 0.571737, 0.0643537, 0.170517]",3506
117,00:01:57,Freer,4,0.934671,"[0.589028, 0.576267, 0.0677078, 0.164158]",3527
118,00:01:58,Freer,4,0.924324,"[0.586553, 0.578101, 0.0722994, 0.160832]",3546
119,00:01:59,Freer,4,0.938817,"[0.594405, 0.576706, 0.0561317, 0.171109]",3599
120,00:02:00,Freer,4,0.94602,"[0.592401, 0.576252, 0.0601503, 0.168003]",3606
121,00:02:01,Freer,4,0.941546,"[0.594908, 0.580753, 0.0538252, 0.163389]",3634
122,00:02:02,Freer,4,0.939684,"[0.587935, 0.577876, 0.0664524, 0.163739]",3662
123,00:02:03,Freer,4,0.939739,"[0.592315, 0.568087, 0.0603021, 0.182762]",3700
124,00:02:04,Freer,4,0.932285,"[0.585845, 0.580444, 0.072032, 0.160242]",3748
125,00:02:05,Freer,4,0.947357,"[0.590323, 0.575227, 0.0636622, 0.165834]",3760
126,00:02:06,Freer,4,0.927892,"[0.588431, 0.575822, 0.0690984, 0.164136]",3784
127,00:02:07,Freer,4,0.934635,"[0.588094, 0.576346, 0.0718634, 0.163333]",3826
128,00:02:08,Freer,4,0.923061,"[0.589268, 0.574308, 0.0694717, 0.168592]",3855
129,00:02:09,Freer,4,0.937391,"[0.592008, 0.574599, 0.0610491, 0.169339]",3888
130,00:02:10,Freer,4,0.935807,"[0.587837, 0.583584, 0.0711283, 0.154906]",3920
131,00:02:11,Freer,4,0.918912,"[0.586686, 0.586487, 0.0723726, 0.148079]",3930
132,00:02:12,Freer,4,0.926062,"[0.587203, 0.581704, 0.0719808, 0.154954]",3973
133,00:02:13,Freer,4,0.93179,"[0.594708, 0.57856, 0.0552455, 0.164472]",4000
134,00:02:14,Freer,4,0.89777,"[0.591559, 0.577175, 0.0612529, 0.163139]",4026
135,00:02:15,Freer,4,0.936603,"[0.581203, 0.588456, 0.0800463, 0.139359]",4072
136,00:02:16,Freer,4,0.895733,"[0.587215, 0.571612, 0.0688927, 0.16936]",4107
137,00:02:17,Freer,4,0.870379,"[0.590673, 0.579639, 0.0642188, 0.153199]",4110
138,00:02:18,Freer,4,0.798503,"[0.590606, 0.559102, 0.0590503, 0.197446]",4140
144,00:02:24,Frazier,1,0.902758,"[0.545297, 0.579912, 0.144868, 0.128094]",4347
145,00:02:25,Frazier,1,0.960294,"[0.588038, 0.55987, 0.072717, 0.184825]",4373
146,00:02:26,Frazier,1,0.976535,"[0.592143, 0.564497, 0.0641588, 0.184058]",4382
147,00:02:27,Frazier,1,0.96976,"[0.579127, 0.570802, 0.0850784, 0.156669]",4427
148,00:02:28,Frazier,1,0.96799,"[0.577466, 0.570645, 0.0872023, 0.158673]",4449
149,00:02:29,Frazier,1,0.96969,"[0.576119, 0.571454, 0.0893262, 0.157745]",4488
150,00:02:30,Frazier,1,0.954763,"[0.566531, 0.59273, 0.103536, 0.123732]",4515
151,00:02:31,Frazier,1,0.955778,"[0.570011, 0.582626, 0.100021, 0.14249]",4556
152,00:02:32,Frazier,1,0.964767,"[0.57657, 0.569145, 0.0891536, 0.164524]",4585
153,00:02:33,Frazier,1,0.968365,"[0.576829, 0.570944, 0.0888426, 0.163492]",4598
154,00:02:34,Frazier,1,0.959305,"[0.59423, 0.564745, 0.0592055, 0.187618]",4644
155,00:02:35,Frazier,1,0.968254,"[0.591846, 0.561712, 0.0649878, 0.186929]",4675
156,00:02:36,Frazier,1,0.962776,"[0.590383, 0.5657, 0.0663315, 0.179603]",4680
157,00:02:37,Frazier,1,0.954186,"[0.586595, 0.569903, 0.0735245, 0.165211]",4732
158,00:02:38,Frazier,1,0.955268,"[0.579214, 0.574564, 0.0845091, 0.154023]",4767
159,00:02:39,Frazier,1,0.953338,"[0.567831, 0.59309, 0.102961, 0.123142]",4786
160,00:02:40,Frazier,1,0.9508,"[0.564502, 0.591173, 0.112648, 0.126055]",4821
161,00:02:41,Frazier,1,0.940161,"[0.569733, 0.5814, 0.0997278, 0.142216]",4858
162,00:02:42,Frazier,1,0.948788,"[0.567619, 0.58704, 0.103765, 0.132895]",4866
163,00:02:43,Frazier,1,0.944481,"[0.566021, 0.588537, 0.104172, 0.129191]",4912
164,00:02:44,Frazier,1,0.941628,"[0.566925, 0.589954, 0.10623, 0.129697]",4931
165,00:02:45,Frazier,1,0.942921,"[0.568315, 0.58482, 0.102083, 0.1379]",4978
166,00:02:46,Frazier,1,0.943494,"[0.566357, 0.585313, 0.106522, 0.136378]",4980
167,00:02:47,Frazier,1,0.910083,"[0.562762, 0.591534, 0.109786, 0.123648]",5038
168,00:02:48,Frazier,1,0.917065,"[0.561889, 0.592353, 0.108127, 0.121578]",5046
169,00:02:49,Frazier,1,0.949639,"[0.56595, 0.576153, 0.104356, 0.149074]",5089
170,00:02:50,Frazier,1,0.958815,"[0.570583, 0.585482, 0.0970828, 0.139716]",5122
171,00:02:51,Frazier,1,0.957359,"[0.570356, 0.585299, 0.0983076, 0.138936]",5133
172,00:02:52,Frazier,1,0.952847,"[0.57684, 0.572408, 0.0883693, 0.162962]",5189
173,00:02:53,Frazier,1,0.956999,"[0.577264, 0.57017, 0.0868613, 0.168723]",5194
174,00:02:54,Frazier,1,0.959323,"[0.594457, 0.564434, 0.0603231, 0.177593]",5234
175,00:02:55,Frazier,1,0.970232,"[0.592318, 0.56135, 0.0634752, 0.18907]",5254
176,00:02:56,Frazier,1,0.949854,"[0.596325, 0.56348, 0.0556049, 0.183436]",5296
177,00:02:57,Frazier,1,0.927886,"[0.601813, 0.577385, 0.0499939, 0.158127]",5314
178,00:02:58,Frazier,1,0.95731,"[0.583773, 0.569998, 0.0767474, 0.165325]",5366
179,00:02:59,Frazier,1,0.963531,"[0.57803, 0.569969, 0.0869609, 0.164734]",5371
180,00:03:00,Frazier,1,0.950536,"[0.566668, 0.592924, 0.106221, 0.120281]",5413
181,00:03:01,Frazier,1,0.945983,"[0.565338, 0.591333, 0.109827, 0.123003]",5431
182,00:03:02,Frazier,1,0.944504,"[0.561113, 0.584601, 0.115612, 0.136445]",5475
183,00:03:03,Frazier,1,0.743554,"[0.538325, 0.568887, 0.127527, 0.138927]",5490
189,00:03:09,Forceps,2,0.910001,"[0.550712, 0.558932, 0.141167, 0.185897]",5697
190,00:03:10,Forceps,2,0.93204,"[0.558106, 0.55504, 0.131568, 0.20038]",5706
191,00:03:11,Forceps,2,0.917472,"[0.574437, 0.568396, 0.0952782, 0.167551]",5745
192,00:03:12,Forceps,2,0.921347,"[0.579742, 0.566649, 0.0863707, 0.177444]",5784
193,00:03:13,Forceps,2,0.93912,"[0.584289, 0.581799, 0.0760292, 0.143898]",5812
194,00:03:14,Forceps,2,0.912436,"[0.55622, 0.577344, 0.133693, 0.149993]",5848
195,00:03:15,Forceps,2,0.929459,"[0.556892, 0.57349, 0.132348, 0.15848]",5855
196,00:03:16,Forceps,2,0.921408,"[0.554929, 0.59807, 0.136573, 0.119779]",5905
197,00:03:17,Forceps,2,0.919548,"[0.558697, 0.573985, 0.130663, 0.16001]",5923
198,00:03:18,Forceps,2,0.921267,"[0.556391, 0.589484, 0.134367, 0.13459]",5945
199,00:03:19,Forceps,2,0.924926,"[0.55664, 0.59778, 0.13405, 0.12027]",5973
200,00:03:20,Forceps,2,0.933263,"[0.556465, 0.55782, 0.136408, 0.182986]",6019
202,00:03:22,Forceps,2,0.888894,"[0.548689, 0.525686, 0.117789, 0.155156]",6089
203,00:03:23,Forceps,2,0.935302,"[0.561968, 0.572855, 0.124134, 0.166706]",6115
204,00:03:24,Forceps,2,0.934781,"[0.564007, 0.576818, 0.117329, 0.159289]",6124
205,00:03:25,Forceps,2,0.922583,"[0.570428, 0.588377, 0.106295, 0.131416]",6177
206,00:03:26,Forceps,2,0.917041,"[0.556833, 0.598127, 0.132035, 0.115234]",6207
207,00:03:27,Forceps,2,0.919343,"[0.555769, 0.595488, 0.134085, 0.119724]",6215
208,00:03:28,Forceps,2,0.91406,"[0.554438, 0.590756, 0.135455, 0.129002]",6269
209,00:03:29,Forceps,2,0.91582,"[0.551696, 0.593042, 0.140954, 0.123885]",6272
210,00:03:30,Forceps,2,0.903338,"[0.55545, 0.58384, 0.134346, 0.135822]",6318
211,00:03:31,Forceps,2,0.913164,"[0.553284, 0.57746, 0.134555, 0.147887]",6354
212,00:03:32,Forceps,2,0.916387,"[0.555871, 0.583089, 0.134364, 0.137743]",6366
213,00:03:33,Forceps,2,0.913243,"[0.553849, 0.584922, 0.135943, 0.13896]",6399
214,00:03:34,Forceps,2,0.914531,"[0.554597, 0.589052, 0.136743, 0.134353]",6436
215,00:03:35,Forceps,2,0.918592,"[0.5511, 0.589241, 0.139045, 0.131689]",6461
216,00:03:36,Forceps,2,0.915143,"[0.552192, 0.589268, 0.141898, 0.136892]",6507
217,00:03:37,Forceps,2,0.918251,"[0.550115, 0.588432, 0.144272, 0.135238]",6539
218,00:03:38,Forceps,2,0.916588,"[0.55066, 0.588724, 0.143843, 0.135178]",6540
219,00:03:39,Forceps,2,0.921667,"[0.551417, 0.5906, 0.139807, 0.131675]",6593
220,00:03:40,Forceps,2,0.917422,"[0.551541, 0.590201, 0.141258, 0.131984]",6602
221,00:03:41,Forceps,2,0.917518,"[0.548626, 0.58979, 0.141494, 0.132852]",6657
222,00:03:42,Forceps,2,0.913183,"[0.553322, 0.589283, 0.135941, 0.130347]",6683
223,00:03:43,Forceps,2,0.90392,"[0.550739, 0.59559, 0.138221, 0.115959]",6718
224,00:03:44,Forceps,2,0.91672,"[0.548077, 0.588396, 0.145422, 0.130271]",6737
225,00:03:45,Forceps,2,0.914547,"[0.549077, 0.589647, 0.142664, 0.12927]",6759
226,00:03:46,Forceps,2,0.914541,"[0.548882, 0.588585, 0.142301, 0.133458]",6809
227,00:03:47,Forceps,2,0.911741,"[0.547886, 0.586763, 0.144671, 0.132916]",6810
228,00:03:48,Forceps,2,0.913068,"[0.554678, 0.589537, 0.134024, 0.127091]",6849
229,00:03:49,Forceps,2,0.917302,"[0.548268, 0.592089, 0.143924, 0.123638]",6885
230,00:03:50,Forceps,2,0.917583,"[0.550134, 0.588763, 0.141211, 0.126875]",6902
231,00:03:51,Forceps,2,0.911951,"[0.54755, 0.591231, 0.14622, 0.12422]",6955
232,00:03:52,Forceps,2,0.911444,"[0.550562, 0.588158, 0.140785, 0.126084]",6967
233,00:03:53,Forceps,2,0.915843,"[0.572178, 0.591003, 0.102991, 0.127648]",7010
234,00:03:54,Forceps,2,0.915624,"[0.552621, 0.587453, 0.139033, 0.129279]",7034
235,00:03:55,Forceps,2,0.918942,"[0.553703, 0.579011, 0.135224, 0.142391]",7079
236,00:03:56,Forceps,2,0.920653,"[0.551797, 0.578567, 0.137987, 0.145213]",7084
237,00:03:57,Forceps,2,0.914094,"[0.550901, 0.584436, 0.142677, 0.137884]",7138
238,00:03:58,Forceps,2,0.911102,"[0.551308, 0.58167, 0.141161, 0.139598]",7141
241,00:04:01,Microdebrider,3,0.914831,"[0.538662, 0.538683, 0.165269, 0.23001]",7259
242,00:04:02,Microdebrider,3,0.93718,"[0.55386, 0.536894, 0.132912, 0.230415]",7288
243,00:04:03,Microdebrider,3,0.939541,"[0.556005, 0.53379, 0.133944, 0.232646]",7299
244,00:04:04,Microdebrider,3,0.941578,"[0.555612, 0.535145, 0.133144, 0.231002]",7320
245,00:04:05,Microdebrider,3,0.93672,"[0.556259, 0.545459, 0.132284, 0.214614]",7351
246,00:04:06,Microdebrider,3,0.933312,"[0.54993, 0.554796, 0.141553, 0.198147]",7381
247,00:04:07,Microdebrider,3,0.930156,"[0.542278, 0.548228, 0.153239, 0.20911]",7434
248,00:04:08,Microdebrider,3,0.933989,"[0.546886, 0.552618, 0.145694, 0.202778]",7450
249,00:04:09,Microdebrider,3,0.931303,"[0.545686, 0.55406, 0.146685, 0.201459]",7476
250,00:04:10,Microdebrider,3,0.933249,"[0.547117, 0.552514, 0.143385, 0.202735]",7529
251,00:04:11,Microdebrider,3,0.938267,"[0.553065, 0.547686, 0.130486, 0.21075]",7543
252,00:04:12,Microdebrider,3,0.932638,"[0.54922, 0.556555, 0.141711, 0.1992]",7568
253,00:04:13,Microdebrider,3,0.921601,"[0.539796, 0.576582, 0.159465, 0.162472]",7608
254,00:04:14,Microdebrider,3,0.936707,"[0.549532, 0.555763, 0.137287, 0.195856]",7631
255,00:04:15,Microdebrider,3,0.93263,"[0.555232, 0.553041, 0.134044, 0.20645]",7661
256,00:04:16,Microdebrider,3,0.947408,"[0.562172, 0.534241, 0.11383, 0.24194]",7692
257,00:04:17,Microdebrider,3,0.948733,"[0.561485, 0.534701, 0.115795, 0.240478]",7735
258,00:04:18,Microdebrider,3,0.938691,"[0.552304, 0.533336, 0.131471, 0.239384]",7760
259,00:04:19,Microdebrider,3,0.949767,"[0.554514, 0.530397, 0.129545, 0.252623]",7791
260,00:04:20,Microdebrider,3,0.938643,"[0.554014, 0.547454, 0.132257, 0.214058]",7826
261,00:04:21,Microdebrider,3,0.935821,"[0.558814, 0.54917, 0.125649, 0.212282]",7846
262,00:04:22,Microdebrider,3,0.929231,"[0.552134, 0.559384, 0.137685, 0.193751]",7869
263,00:04:23,Microdebrider,3,0.941797,"[0.562192, 0.537099, 0.115387, 0.238565]",7896
264,00:04:24,Microdebrider,3,0.933814,"[0.550798, 0.56033, 0.138814, 0.19107]",7936
265,00:04:25,Microdebrider,3,0.928803,"[0.552633, 0.566318, 0.137702, 0.180401]",7952
277,00:04:37,Forceps,2,0.889444,"[0.557628, 0.573852, 0.130401, 0.152392]",8338
278,00:04:38,Forceps,2,0.880935,"[0.559611, 0.578862, 0.126257, 0.146007]",8342
279,00:04:39,Forceps,2,0.87233,"[0.576265, 0.569949, 0.0915175, 0.164276]",8390
280,00:04:40,Forceps,2,0.885366,"[0.579738, 0.572074, 0.0880906, 0.159237]",8412
281,00:04:41,Forceps,2,0.834997,"[0.601389, 0.587021, 0.0511194, 0.134952]",8446
282,00:04:42,Forceps,2,0.936314,"[0.58196, 0.578462, 0.0813671, 0.151559]",8487
283,00:04:43,Forceps,2,0.967462,"[0.583896, 0.582371, 0.0788288, 0.141178]",8502
284,00:04:44,Forceps,2,0.953727,"[0.587415, 0.581938, 0.073327, 0.142353]",8532
285,00:04:45,Forceps,2,0.946237,"[0.583095, 0.583255, 0.0791513, 0.141215]",8555
286,00:04:46,Forceps,2,0.881075,"[0.575689, 0.60035, 0.0905631, 0.110531]",8601
287,00:04:47,Forceps,2,0.88244,"[0.57811, 0.597347, 0.0863263, 0.112716]",8613
288,00:04:48,Forceps,2,0.902064,"[0.577194, 0.583145, 0.0924158, 0.136681]",8648
289,00:04:49,Forceps,2,0.923862,"[0.579164, 0.585885, 0.0843601, 0.137468]",8689
290,00:04:50,Forceps,2,0.872214,"[0.583459, 0.601, 0.0796467, 0.108301]",8729
291,00:04:51,Forceps,2,0.889226,"[0.582464, 0.58523, 0.0824431, 0.137807]",8749
292,00:04:52,Forceps,2,0.894505,"[0.57358, 0.601826, 0.0957332, 0.108632]",8784
293,00:04:53,Forceps,2,0.924083,"[0.570698, 0.57051, 0.104386, 0.159772]",8794
294,00:04:54,Forceps,2,0.891181,"[0.585596, 0.59779, 0.0735392, 0.111697]",8842
295,00:04:55,Forceps,2,0.878694,"[0.586124, 0.578262, 0.0736433, 0.14819]",8862
296,00:04:56,Forceps,2,0.866644,"[0.581746, 0.606592, 0.0826572, 0.0951142]",8897
297,00:04:57,Forceps,2,0.94073,"[0.581255, 0.580932, 0.0861286, 0.141882]",8932
298,00:04:58,Forceps,2,0.935078,"[0.57948, 0.581155, 0.0888495, 0.142106]",8940
299,00:04:59,Forceps,2,0.910871,"[0.584396, 0.571789, 0.0822935, 0.168733]",8992
300,00:05:00,Forceps,2,0.933136,"[0.577008, 0.588122, 0.0916789, 0.137959]",9006
301,00:05:01,Forceps,2,0.916931,"[0.582369, 0.578816, 0.084575, 0.153333]",9044
302,00:05:02,Forceps,2,0.900886,"[0.573809, 0.596974, 0.0934702, 0.117219]",9089
303,00:05:03,Forceps,2,0.922081,"[0.569848, 0.584735, 0.105054, 0.137579]",9113
304,00:05:04,Forceps,2,0.912828,"[0.575909, 0.577568, 0.0962413, 0.151299]",9120
305,00:05:05,Forceps,2,0.795856,"[0.579456, 0.609954, 0.0822517, 0.0900974]",9171
306,00:05:06,Forceps,2,0.868888,"[0.574184, 0.609134, 0.0938668, 0.0966534]",9184
307,00:05:07,Forceps,2,0.878018,"[0.57885, 0.579198, 0.0861937, 0.151092]",9239
308,00:05:08,Forceps,2,0.885673,"[0.577507, 0.577221, 0.0882788, 0.154618]",9240
310,00:05:10,Microdebrider,3,0.87059,"[0.526747, 0.544922, 0.187286, 0.213193]",9329
311,00:05:11,Microdebrider,3,0.95017,"[0.556428, 0.530349, 0.133968, 0.250085]",9354
312,00:05:12,Microdebrider,3,0.944054,"[0.560748, 0.530722, 0.123006, 0.2462]",9360
313,00:05:13,Microdebrider,3,0.937173,"[0.565762, 0.535327, 0.107985, 0.237328]",9404
314,00:05:14,Microdebrider,3,0.942805,"[0.560033, 0.538264, 0.122539, 0.234335]",9436
315,00:05:15,Microdebrider,3,0.937701,"[0.559142, 0.541584, 0.124377, 0.228068]",9470
316,00:05:16,Microdebrider,3,0.934775,"[0.560097, 0.543207, 0.121599, 0.225874]",9484
317,00:05:17,Microdebrider,3,0.937209,"[0.561716, 0.547146, 0.120743, 0.218789]",9524
318,00:05:18,Microdebrider,3,0.9369,"[0.561642, 0.548059, 0.121991, 0.216962]",9558
319,00:05:19,Microdebrider,3,0.93798,"[0.557119, 0.555148, 0.131062, 0.202757]",9590
320,00:05:20,Microdebrider,3,0.938605,"[0.556975, 0.554746, 0.130571, 0.203531]",9623
321,00:05:21,Microdebrider,3,0.935893,"[0.557307, 0.550028, 0.1298, 0.213521]",9658
322,00:05:22,Microdebrider,3,0.941083,"[0.55986, 0.552248, 0.123668, 0.20941]",9667
323,00:05:23,Microdebrider,3,0.936787,"[0.561108, 0.552554, 0.121045, 0.208484]",9706
324,00:05:24,Microdebrider,3,0.938503,"[0.557503, 0.5398, 0.129485, 0.231314]",9721
327,00:05:27,Microdebrider,3,0.877981,"[0.533755, 0.542269, 0.190054, 0.204478]",9839
328,00:05:28,Microdebrider,3,0.949474,"[0.555513, 0.523775, 0.133788, 0.261996]",9863
329,00:05:29,Microdebrider,3,0.943989,"[0.563606, 0.516349, 0.114836, 0.276724]",9874
330,00:05:30,Microdebrider,3,0.932755,"[0.555573, 0.544808, 0.133076, 0.222169]",9911
331,00:05:31,Microdebrider,3,0.934391,"[0.5518, 0.560872, 0.139738, 0.192025]",9939
332,00:05:32,Microdebrider,3,0.934201,"[0.55567, 0.554635, 0.132641, 0.205894]",9968
