epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,170.998,1.28299,1.22492,1.18798,0.70948,0.80129,0.85467,0.51463,1.31059,1.0802,1.27694,0.000957015,0.000957015,0.000957015
16,180.454,1.26686,1.21487,1.19665,0.80763,0.74317,0.82552,0.53308,1.22275,1.0772,1.20833,0.000946016,0.000946016,0.000946016
17,190.328,1.24488,1.14373,1.16175,0.80007,0.88005,0.89785,0.59933,1.23154,0.94229,1.30632,0.000935018,0.000935018,0.000935018
18,200.135,1.18639,1.06839,1.13943,0.76976,0.87407,0.8811,0.60358,1.19961,1.02692,1.24579,0.000924019,0.000924019,0.000924019
19,209.763,1.18887,1.07062,1.15947,0.7788,0.71054,0.82066,0.54431,1.21841,1.0054,1.26794,0.00091302,0.00091302,0.00091302
20,219.898,1.21498,1.05884,1.1534,0.77335,0.90925,0.91558,0.53758,1.27791,0.99891,1.28673,0.000902021,0.000902021,0.000902021
21,229.519,1.19883,1.03489,1.13196,0.75658,0.85551,0.87951,0.58037,1.20481,0.91295,1.22585,0.000891022,0.000891022,0.000891022
22,239.708,1.1948,0.98726,1.12883,0.87837,0.79541,0.90228,0.59704,1.26424,0.97702,1.24814,0.000880023,0.000880023,0.000880023
23,249.471,1.16494,0.97921,1.11219,0.92565,0.89974,0.94721,0.61501,1.21699,0.8656,1.21449,0.000869024,0.000869024,0.000869024
24,258.755,1.15123,0.96024,1.11954,0.9138,0.89476,0.9327,0.63332,1.15134,0.91233,1.16214,0.000858025,0.000858025,0.000858025
25,267.997,1.10573,0.93383,1.104,0.94977,0.88782,0.95943,0.64748,1.13826,0.88812,1.21565,0.000847026,0.000847026,0.000847026
26,277.516,1.09474,0.9087,1.09719,0.77961,0.91097,0.93848,0.62319,1.19176,0.86827,1.18468,0.000836027,0.000836027,0.000836027
27,287.122,1.11855,0.91125,1.09457,0.89446,0.80515,0.9363,0.66575,1.1698,0.90612,1.14315,0.000825029,0.000825029,0.000825029
28,296.297,1.0601,0.86609,1.06515,0.83638,0.89038,0.92674,0.67169,1.20767,0.82538,1.22497,0.00081403,0.00081403,0.00081403
29,305.618,1.09449,0.85113,1.08543,0.8551,0.91815,0.9499,0.67633,1.09118,0.87119,1.17982,0.000803031,0.000803031,0.000803031
30,315.171,1.06183,0.85851,1.06746,0.90607,0.83561,0.92534,0.64767,1.09696,0.84357,1.15228,0.000792032,0.000792032,0.000792032
31,324.389,1.05902,0.82361,1.06454,0.92158,0.84834,0.9586,0.66152,1.17818,0.81461,1.18102,0.000781033,0.000781033,0.000781033
32,333.464,1.0744,0.8447,1.08873,0.84602,0.90555,0.95055,0.67288,1.17363,0.82004,1.22687,0.000770034,0.000770034,0.000770034
33,343.427,1.05163,0.84007,1.05974,0.91253,0.87071,0.94034,0.65996,1.16687,0.91012,1.25234,0.000759035,0.000759035,0.000759035
34,352.943,1.04757,0.81959,1.0634,0.8704,0.86133,0.91535,0.63058,1.08961,0.7919,1.16306,0.000748036,0.000748036,0.000748036
35,362.49,1.00455,0.81088,1.05685,0.92795,0.80822,0.93364,0.65995,1.1453,0.84624,1.18085,0.000737037,0.000737037,0.000737037
36,371.965,1.00674,0.80416,1.0512,0.86925,0.8731,0.93538,0.67442,1.12588,0.82847,1.15986,0.000726038,0.000726038,0.000726038
37,381.004,0.99439,0.76369,1.0501,0.8679,0.85715,0.92824,0.63189,1.06714,0.77673,1.15181,0.00071504,0.00071504,0.00071504
38,390.102,1.02277,0.79573,1.04739,0.87818,0.88593,0.91376,0.61393,1.14067,0.86375,1.18304,0.000704041,0.000704041,0.000704041
39,399.568,1.00657,0.75317,1.0382,0.83498,0.91515,0.93479,0.65503,1.07203,0.80479,1.15029,0.000693042,0.000693042,0.000693042
40,409.094,0.98104,0.75602,1.05508,0.87077,0.91477,0.95084,0.69408,1.02621,0.76846,1.13378,0.000682043,0.000682043,0.000682043
41,418.323,0.98086,0.72641,1.03323,0.92312,0.87836,0.95173,0.67059,1.07952,0.775,1.13346,0.000671044,0.000671044,0.000671044
42,427.814,1.01822,0.74481,1.06393,0.96305,0.85998,0.95327,0.67217,1.02667,0.78936,1.1094,0.000660045,0.000660045,0.000660045
43,437.374,0.96229,0.74419,1.03396,0.8778,0.87309,0.9427,0.66722,1.01051,0.71751,1.07499,0.000649046,0.000649046,0.000649046
44,446.459,0.98179,0.7207,1.01591,0.924,0.90076,0.94362,0.69556,1.10736,0.78479,1.21599,0.000638047,0.000638047,0.000638047
45,456.113,0.97864,0.72988,1.0232,0.94595,0.86108,0.95212,0.69449,1.08081,0.75086,1.12788,0.000627048,0.000627048,0.000627048
46,465.72,0.94521,0.69144,1.01719,0.96038,0.9032,0.93931,0.68948,1.09465,0.80016,1.14356,0.000616049,0.000616049,0.000616049
47,475.035,0.91588,0.67224,0.98651,0.92891,0.89312,0.95217,0.69228,1.10486,0.71318,1.17634,0.000605051,0.000605051,0.000605051
48,484.524,0.9185,0.69669,1.00594,0.96006,0.89737,0.96486,0.68054,1.13072,0.7055,1.23105,0.000594052,0.000594052,0.000594052
49,494.17,0.93049,0.67835,1.01776,0.92317,0.89226,0.9644,0.69732,1.00122,0.74628,1.08628,0.000583053,0.000583053,0.000583053
50,503.499,0.9238,0.66616,1.01263,0.94881,0.89394,0.95968,0.71593,1.03995,0.71162,1.11365,0.000572054,0.000572054,0.000572054
51,512.647,0.92784,0.64031,1.00645,0.9545,0.89394,0.95902,0.69689,0.98211,0.6702,1.03513,0.000561055,0.000561055,0.000561055
52,522.068,0.91913,0.66619,1.00734,0.93802,0.88845,0.9499,0.67551,1.05107,0.66451,1.09637,0.000550056,0.000550056,0.000550056
53,533.561,0.8656,0.64393,0.98829,0.94898,0.92434,0.9613,0.69325,1.08096,0.65938,1.11059,0.000539057,0.000539057,0.000539057
54,546.517,0.89833,0.64585,0.99654,0.82312,0.94912,0.9346,0.68298,1.03749,0.71673,1.0944,0.000528058,0.000528058,0.000528058
55,560.93,0.89856,0.6593,0.98279,0.85291,0.91584,0.93221,0.67389,1.08256,0.69882,1.14085,0.000517059,0.000517059,0.000517059
56,572.366,0.85609,0.61652,0.97709,0.86343,0.94897,0.95241,0.69848,0.98631,0.70704,1.09124,0.00050606,0.00050606,0.00050606
57,585.472,0.87841,0.60396,0.98244,0.93532,0.90623,0.95623,0.7204,0.97744,0.65075,1.06362,0.000495062,0.000495062,0.000495062
58,597.148,0.87193,0.63518,0.97408,0.84242,0.91629,0.93796,0.698,0.96646,0.63567,1.07673,0.000484063,0.000484063,0.000484063
59,607.388,0.83466,0.59995,0.95859,0.85943,0.90874,0.95785,0.7168,0.96647,0.58891,1.06709,0.000473064,0.000473064,0.000473064
60,617.438,0.87557,0.62291,0.98061,0.8515,0.92539,0.94519,0.70726,0.9832,0.64926,1.06226,0.000462065,0.000462065,0.000462065
61,627.177,0.84762,0.61266,0.96039,0.85385,0.91285,0.94105,0.71386,1.02562,0.68936,1.10187,0.000451066,0.000451066,0.000451066
62,637.152,0.84281,0.58342,0.97612,0.88955,0.92232,0.95665,0.71223,1.0059,0.65711,1.07868,0.000440067,0.000440067,0.000440067
63,647.534,0.85852,0.59978,0.95293,0.8997,0.95231,0.97116,0.72916,0.96224,0.63735,1.08429,0.000429068,0.000429068,0.000429068
64,657.603,0.82626,0.57676,0.95773,0.94138,0.8927,0.96069,0.72419,0.92462,0.61739,1.06606,0.000418069,0.000418069,0.000418069
65,667.398,0.84154,0.6061,0.95683,0.93728,0.88939,0.97672,0.72233,0.9647,0.63014,1.0612,0.00040707,0.00040707,0.00040707
66,677.685,0.83893,0.60214,0.96635,0.86753,0.87863,0.93737,0.70576,0.96736,0.68626,1.07148,0.000396071,0.000396071,0.000396071
67,687.631,0.82086,0.57351,0.96428,0.88763,0.90334,0.95991,0.72166,1.00222,0.6614,1.11946,0.000385073,0.000385073,0.000385073
68,697.236,0.8203,0.56731,0.96848,0.86919,0.96145,0.96366,0.71266,1.00001,0.65013,1.12421,0.000374074,0.000374074,0.000374074
69,707.145,0.78147,0.56364,0.95168,0.8187,0.97407,0.95084,0.71855,0.9941,0.63692,1.10274,0.000363075,0.000363075,0.000363075
70,717.43,0.81333,0.54833,0.94194,0.8799,0.95153,0.97488,0.74345,0.95741,0.60967,1.09594,0.000352076,0.000352076,0.000352076
71,727.197,0.79549,0.54799,0.94617,0.90508,0.95603,0.98547,0.6957,0.9865,0.62249,1.08312,0.000341077,0.000341077,0.000341077
72,739.953,0.79148,0.55723,0.94932,0.91743,0.97765,0.98807,0.73936,0.93625,0.58661,1.07278,0.000330078,0.000330078,0.000330078
73,753.215,0.80347,0.55706,0.939,0.95498,0.87576,0.95584,0.71003,0.96593,0.64107,1.06696,0.000319079,0.000319079,0.000319079
74,765.233,0.78702,0.55358,0.93827,0.92636,0.95909,0.9792,0.72227,0.96493,0.60147,1.06112,0.00030808,0.00030808,0.00030808
75,774.963,0.7978,0.53218,0.93312,0.88672,0.97262,0.98392,0.72296,0.94633,0.58866,1.04931,0.000297081,0.000297081,0.000297081
76,784.474,0.77058,0.54924,0.93261,0.93311,0.93922,0.97686,0.74092,0.92391,0.61035,1.054,0.000286083,0.000286083,0.000286083
77,794.236,0.78652,0.5429,0.93067,0.89994,0.92402,0.97262,0.73556,0.9639,0.60268,1.06554,0.000275084,0.000275084,0.000275084
78,804.15,0.7538,0.52639,0.92314,0.88788,0.98551,0.98186,0.74086,0.89362,0.59861,1.04803,0.000264085,0.000264085,0.000264085
79,814.059,0.74387,0.52188,0.92858,0.85835,0.9767,0.97613,0.74287,0.89559,0.59326,1.03463,0.000253086,0.000253086,0.000253086
80,824.821,0.74323,0.52598,0.92328,0.95246,0.89394,0.9655,0.70772,0.98211,0.62176,1.08357,0.000242087,0.000242087,0.000242087
81,834.408,0.73742,0.5273,0.92874,0.88017,0.99167,0.979,0.72941,0.9304,0.57146,1.05808,0.000231088,0.000231088,0.000231088
82,844.094,0.75977,0.53463,0.92944,0.8972,0.99442,0.98488,0.74389,0.94148,0.59458,1.0612,0.000220089,0.000220089,0.000220089
83,855.167,0.73692,0.52283,0.92301,0.9498,0.9149,0.97647,0.72816,0.94508,0.5813,1.06806,0.00020909,0.00020909,0.00020909
84,867.553,0.72304,0.50736,0.91403,0.94469,0.93616,0.97976,0.74437,0.9298,0.57954,1.07825,0.000198091,0.000198091,0.000198091
85,878.363,0.73622,0.5073,0.92857,0.94732,0.94881,0.98826,0.75164,0.93261,0.56241,1.05943,0.000187092,0.000187092,0.000187092
86,888.382,0.70606,0.5019,0.91358,0.97102,0.92713,0.99008,0.75651,0.92705,0.57114,1.05625,0.000176094,0.000176094,0.000176094
87,898.112,0.72936,0.50602,0.92298,0.92486,0.97706,0.98992,0.75598,0.91202,0.54984,1.04376,0.000165095,0.000165095,0.000165095
88,907.656,0.7142,0.5011,0.91469,0.90905,0.99089,0.98313,0.74755,0.93207,0.56913,1.05701,0.000154096,0.000154096,0.000154096
89,917.064,0.7232,0.49002,0.91255,0.93418,0.95855,0.98679,0.76023,0.94362,0.57539,1.05934,0.000143097,0.000143097,0.000143097
90,926.927,0.72136,0.50881,0.91217,0.92954,0.99381,0.98966,0.76462,0.95466,0.57273,1.05714,0.000132098,0.000132098,0.000132098
91,940.36,0.63996,0.44233,0.89462,0.90415,0.98849,0.98341,0.73855,0.9641,0.58107,1.06838,0.000121099,0.000121099,0.000121099
92,949.475,0.64069,0.43366,0.89266,0.90937,0.98995,0.97899,0.7281,0.94159,0.55043,1.06303,0.0001101,0.0001101,0.0001101
93,958.645,0.63893,0.4409,0.88969,0.93123,0.99583,0.98949,0.75324,0.91191,0.54617,1.04011,9.91012e-05,9.91012e-05,9.91012e-05
94,967.375,0.61549,0.42814,0.87756,0.95332,0.98785,0.99024,0.75708,0.92119,0.55516,1.05173,8.81023e-05,8.81023e-05,8.81023e-05
95,977.396,0.61739,0.43615,0.89411,0.94657,0.98472,0.98985,0.74537,0.9165,0.55331,1.05511,7.71034e-05,7.71034e-05,7.71034e-05
96,986.647,0.62883,0.4333,0.90109,0.9419,0.98751,0.99068,0.74075,0.93107,0.55261,1.06494,6.61045e-05,6.61045e-05,6.61045e-05
97,995.849,0.59502,0.42183,0.87,0.94177,0.99583,0.99016,0.7379,0.92505,0.5395,1.06367,5.51056e-05,5.51056e-05,5.51056e-05
98,1005.15,0.60521,0.41689,0.89478,0.95142,0.99583,0.99012,0.74364,0.93036,0.53502,1.05695,4.41067e-05,4.41067e-05,4.41067e-05
99,1014.51,0.60147,0.42536,0.87366,0.95037,0.99167,0.9898,0.74945,0.92942,0.53641,1.05279,3.31078e-05,3.31078e-05,3.31078e-05
100,1023.71,0.61524,0.41877,0.89014,0.93984,0.97714,0.9884,0.74796,0.92216,0.53215,1.04891,2.21089e-05,2.21089e-05,2.21089e-05
